subject_id	predicate_id	object_id	mondo_id	mondo_label	mondo_predicate_id	mapping_justification	gard_mondo_mapping_type
GARD:15869	oboInOwl:hasDbXref	MONDO:0013942	MONDO:0013942	peroxisome biogenesis disorder 8A (Zellweger)		semapv:ManualMappingCuration	direct_existing
GARD:15870	oboInOwl:hasDbXref	MONDO:0013943	MONDO:0013943	peroxisome biogenesis disorder 8B		semapv:ManualMappingCuration	direct_existing
GARD:15871	oboInOwl:hasDbXref	MONDO:0013945	MONDO:0013945	peroxisome biogenesis disorder 9B		semapv:ManualMappingCuration	direct_existing
GARD:15872	oboInOwl:hasDbXref	MONDO:0013946	MONDO:0013946	hypogonadotropic hypogonadism 15 with or without anosmia		semapv:ManualMappingCuration	direct_existing
GARD:15873	oboInOwl:hasDbXref	MONDO:0013948	MONDO:0013948	peroxisome biogenesis disorder 10A (Zellweger)		semapv:ManualMappingCuration	direct_existing
GARD:15874	oboInOwl:hasDbXref	MONDO:0013949	MONDO:0013949	peroxisome biogenesis disorder 11A (Zellweger)		semapv:ManualMappingCuration	direct_existing
GARD:15875	oboInOwl:hasDbXref	MONDO:0013950	MONDO:0013950	peroxisome biogenesis disorder 11B		semapv:ManualMappingCuration	direct_existing
GARD:15876	oboInOwl:hasDbXref	MONDO:0013951	MONDO:0013951	peroxisome biogenesis disorder 12A (Zellweger)		semapv:ManualMappingCuration	direct_existing
GARD:15877	oboInOwl:hasDbXref	MONDO:0013952	MONDO:0013952	peroxisome biogenesis disorder 13A (Zellweger)		semapv:ManualMappingCuration	direct_existing
GARD:15878	oboInOwl:hasDbXref	MONDO:0013961	MONDO:0013961	hypogonadotropic hypogonadism 16 with or without anosmia		semapv:ManualMappingCuration	direct_existing
GARD:15879	oboInOwl:hasDbXref	MONDO:0013964	MONDO:0013964	Diamond-Blackfan anemia 11		semapv:ManualMappingCuration	direct_existing
GARD:15880	oboInOwl:hasDbXref	MONDO:0013966	MONDO:0013966	catecholaminergic polymorphic ventricular tachycardia 4		semapv:ManualMappingCuration	direct_existing
GARD:15881	oboInOwl:hasDbXref	MONDO:0013967	MONDO:0013967	peroxisome biogenesis disorder 14B		semapv:ManualMappingCuration	direct_existing
GARD:15882	oboInOwl:hasDbXref	MONDO:0013972	MONDO:0013972	Perrault syndrome 2		semapv:ManualMappingCuration	direct_existing
GARD:15883	oboInOwl:hasDbXref	MONDO:0013979	MONDO:0013979	primary ciliary dyskinesia 19		semapv:ManualMappingCuration	direct_existing
GARD:15884	oboInOwl:hasDbXref	MONDO:0013980	MONDO:0013980	palmoplantar keratoderma, punctate type ib		semapv:ManualMappingCuration	direct_existing
GARD:15885	oboInOwl:hasDbXref	MONDO:0013983	MONDO:0013983	ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive		semapv:ManualMappingCuration	direct_existing
GARD:15886	oboInOwl:hasDbXref	MONDO:0013989	MONDO:0013989	developmental and epileptic encephalopathy, 14		semapv:ManualMappingCuration	direct_existing
GARD:15887	oboInOwl:hasDbXref	MONDO:0013994	MONDO:0013994	Joubert syndrome 20		semapv:ManualMappingCuration	direct_existing
GARD:15888	oboInOwl:hasDbXref	MONDO:0013995	MONDO:0013995	cholestasis, intrahepatic, of pregnancy, 3		semapv:ManualMappingCuration	direct_existing
GARD:15889	oboInOwl:hasDbXref	MONDO:0013998	MONDO:0013998	MEGF8-related Carpenter syndrome		semapv:ManualMappingCuration	direct_existing
GARD:15890	oboInOwl:hasDbXref	MONDO:0014001	MONDO:0014001	Usher syndrome type 1K		semapv:ManualMappingCuration	direct_existing
GARD:15891	oboInOwl:hasDbXref	MONDO:0014002	MONDO:0014002	autosomal dominant nocturnal frontal lobe epilepsy 5		semapv:ManualMappingCuration	direct_existing
GARD:15892	oboInOwl:hasDbXref	MONDO:0014003	MONDO:0014003	developmental and epileptic encephalopathy, 15		semapv:ManualMappingCuration	direct_existing
GARD:15893	oboInOwl:hasDbXref	MONDO:0014004	MONDO:0014004	basal ganglia calcification, idiopathic, 4		semapv:ManualMappingCuration	direct_existing
GARD:15894	oboInOwl:hasDbXref	MONDO:0014007	MONDO:0014007	Aicardi-Goutieres syndrome 6		semapv:ManualMappingCuration	direct_existing
GARD:15895	oboInOwl:hasDbXref	MONDO:0014009	MONDO:0014009	autosomal recessive congenital ichthyosis 7		semapv:ManualMappingCuration	direct_existing
GARD:15896	oboInOwl:hasDbXref	MONDO:0014010	MONDO:0014010	autosomal recessive congenital ichthyosis 9		semapv:ManualMappingCuration	direct_existing
GARD:15897	oboInOwl:hasDbXref	MONDO:0014011	MONDO:0014011	autosomal recessive congenital ichthyosis 10		semapv:ManualMappingCuration	direct_existing
GARD:15898	oboInOwl:hasDbXref	MONDO:0014022	MONDO:0014022	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 10		semapv:ManualMappingCuration	direct_existing
GARD:15899	oboInOwl:hasDbXref	MONDO:0014026	MONDO:0014026	congenital stationary night blindness 1F		semapv:ManualMappingCuration	direct_existing
GARD:159	oboInOwl:hasDbXref	MONDO:0008404	MONDO:0008404	scalp-ear-nipple syndrome		semapv:ManualMappingCuration	direct_existing
GARD:15900	oboInOwl:hasDbXref	MONDO:0014027	MONDO:0014027	hypotrichosis 11		semapv:ManualMappingCuration	direct_existing
GARD:15901	oboInOwl:hasDbXref	MONDO:0014029	MONDO:0014029	osteogenesis imperfecta type 14		semapv:ManualMappingCuration	direct_existing
GARD:15902	oboInOwl:hasDbXref	MONDO:0014030	MONDO:0014030	primary ciliary dyskinesia 20		semapv:ManualMappingCuration	direct_existing
GARD:15903	oboInOwl:hasDbXref	MONDO:0014032	MONDO:0014032	brachydactyly type A1C		semapv:ManualMappingCuration	direct_existing
GARD:15904	oboInOwl:hasDbXref	MONDO:0014037	MONDO:0014037	spermatogenic failure 11		semapv:ManualMappingCuration	direct_existing
GARD:15905	oboInOwl:hasDbXref	MONDO:0014040	MONDO:0014040	autosomal recessive osteopetrosis 8		semapv:ManualMappingCuration	direct_existing
GARD:15906	oboInOwl:hasDbXref	MONDO:0014042	MONDO:0014042	left ventricular noncompaction 7		semapv:ManualMappingCuration	direct_existing
GARD:15907	oboInOwl:hasDbXref	MONDO:0014049	MONDO:0014049	urofacial syndrome 2		semapv:ManualMappingCuration	direct_existing
GARD:15908	oboInOwl:hasDbXref	MONDO:0014052	MONDO:0014052	congenital myasthenic syndrome 8		semapv:ManualMappingCuration	direct_existing
GARD:15909	oboInOwl:hasDbXref	MONDO:0014059	MONDO:0014059	microphthalmia, isolated, with coloboma 9		semapv:ManualMappingCuration	direct_existing
GARD:15910	oboInOwl:hasDbXref	MONDO:0014063	MONDO:0014063	mitochondrial complex III deficiency nuclear type 2		semapv:ManualMappingCuration	direct_existing
GARD:15911	oboInOwl:hasDbXref	MONDO:0014064	MONDO:0014064	mitochondrial complex III deficiency nuclear type 3		semapv:ManualMappingCuration	direct_existing
GARD:15912	oboInOwl:hasDbXref	MONDO:0014065	MONDO:0014065	mitochondrial complex III deficiency nuclear type 4		semapv:ManualMappingCuration	direct_existing
GARD:15913	oboInOwl:hasDbXref	MONDO:0014066	MONDO:0014066	mitochondrial complex III deficiency nuclear type 5		semapv:ManualMappingCuration	direct_existing
GARD:15914	oboInOwl:hasDbXref	MONDO:0014068	MONDO:0014068	cone-rod dystrophy 17		semapv:ManualMappingCuration	direct_existing
GARD:15915	oboInOwl:hasDbXref	MONDO:0014071	MONDO:0014071	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 11		semapv:ManualMappingCuration	direct_existing
GARD:15916	oboInOwl:hasDbXref	MONDO:0014073	MONDO:0014073	dilated cardiomyopathy 1II		semapv:ManualMappingCuration	direct_existing
GARD:15917	oboInOwl:hasDbXref	MONDO:0014076	MONDO:0014076	dyskeratosis congenita, autosomal recessive 5		semapv:ManualMappingCuration	direct_existing
GARD:15918	oboInOwl:hasDbXref	MONDO:0014083	MONDO:0014083	agammaglobulinemia 7, autosomal recessive		semapv:ManualMappingCuration	direct_existing
GARD:15919	oboInOwl:hasDbXref	MONDO:0014086	MONDO:0014086	osteogenesis imperfecta type 15		semapv:ManualMappingCuration	direct_existing
GARD:15921	oboInOwl:hasDbXref	MONDO:0014087	MONDO:0014087	Smith-McCort dysplasia 2		semapv:ManualMappingCuration	direct_existing
GARD:15922	oboInOwl:hasDbXref	MONDO:0014088	MONDO:0014088	advanced sleep phase syndrome 2		semapv:ManualMappingCuration	direct_existing
GARD:15923	oboInOwl:hasDbXref	MONDO:0014093	MONDO:0014093	retinitis pigmentosa 66		semapv:ManualMappingCuration	direct_existing
GARD:15924	oboInOwl:hasDbXref	MONDO:0014095	MONDO:0014095	dilated cardiomyopathy 1JJ		semapv:ManualMappingCuration	direct_existing
GARD:15925	oboInOwl:hasDbXref	MONDO:0014099	MONDO:0014099	nephrotic syndrome, type 8		semapv:ManualMappingCuration	direct_existing
GARD:15926	oboInOwl:hasDbXref	MONDO:0014100	MONDO:0014100	dilated cardiomyopathy 1KK		semapv:ManualMappingCuration	direct_existing
GARD:15927	oboInOwl:hasDbXref	MONDO:0014101	MONDO:0014101	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 12		semapv:ManualMappingCuration	direct_existing
GARD:15928	oboInOwl:hasDbXref	MONDO:0014102	MONDO:0014102	hypogonadotropic hypogonadism 17 with or without anosmia		semapv:ManualMappingCuration	direct_existing
GARD:15929	oboInOwl:hasDbXref	MONDO:0014103	MONDO:0014103	hypogonadotropic hypogonadism 18 with or without anosmia		semapv:ManualMappingCuration	direct_existing
GARD:15930	oboInOwl:hasDbXref	MONDO:0014104	MONDO:0014104	cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 4		semapv:ManualMappingCuration	direct_existing
GARD:15931	oboInOwl:hasDbXref	MONDO:0014105	MONDO:0014105	hypogonadotropic hypogonadism 19 with or without anosmia		semapv:ManualMappingCuration	direct_existing
GARD:15932	oboInOwl:hasDbXref	MONDO:0014106	MONDO:0014106	hypogonadotropic hypogonadism 20 with or without anosmia		semapv:ManualMappingCuration	direct_existing
GARD:15933	oboInOwl:hasDbXref	MONDO:0014107	MONDO:0014107	hypogonadotropic hypogonadism 21 with or without anosmia		semapv:ManualMappingCuration	direct_existing
GARD:15934	oboInOwl:hasDbXref	MONDO:0014108	MONDO:0014108	Fanconi anemia complementation group Q		semapv:ManualMappingCuration	direct_existing
GARD:15935	oboInOwl:hasDbXref	MONDO:0014112	MONDO:0014112	cardiofaciocutaneous syndrome 2		semapv:ManualMappingCuration	direct_existing
GARD:15936	oboInOwl:hasDbXref	MONDO:0014113	MONDO:0014113	cardiofaciocutaneous syndrome 3		semapv:ManualMappingCuration	direct_existing
GARD:15937	oboInOwl:hasDbXref	MONDO:0014114	MONDO:0014114	cardiofaciocutaneous syndrome 4		semapv:ManualMappingCuration	direct_existing
GARD:15938	oboInOwl:hasDbXref	MONDO:0014120	MONDO:0014120	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A13		semapv:ManualMappingCuration	direct_existing
GARD:15939	oboInOwl:hasDbXref	MONDO:0014122	MONDO:0014122	myofibromatosis, infantile, 2		semapv:ManualMappingCuration	direct_existing
GARD:15940	oboInOwl:hasDbXref	MONDO:0014123	MONDO:0014123	primary ciliary dyskinesia 21		semapv:ManualMappingCuration	direct_existing
GARD:15941	oboInOwl:hasDbXref	MONDO:0014124	MONDO:0014124	Adams-Oliver syndrome 4		semapv:ManualMappingCuration	direct_existing
GARD:15942	oboInOwl:hasDbXref	MONDO:0014125	MONDO:0014125	symphalangism, proximal, 1B		semapv:ManualMappingCuration	direct_existing
GARD:15943	oboInOwl:hasDbXref	MONDO:0014126	MONDO:0014126	Perrault syndrome 4		semapv:ManualMappingCuration	direct_existing
GARD:15944	oboInOwl:hasDbXref	MONDO:0014130	MONDO:0014130	Dowling-Degos disease 2		semapv:ManualMappingCuration	direct_existing
GARD:15945	oboInOwl:hasDbXref	MONDO:0014133	MONDO:0014133	developmental and epileptic encephalopathy, 16		semapv:ManualMappingCuration	direct_existing
GARD:15946	oboInOwl:hasDbXref	MONDO:0014138	MONDO:0014138	nemaline myopathy 8		semapv:ManualMappingCuration	direct_existing
GARD:15947	oboInOwl:hasDbXref	MONDO:0014139	MONDO:0014139	Ehlers-Danlos syndrome, spondylodysplastic type, 2		semapv:ManualMappingCuration	direct_existing
GARD:15948	oboInOwl:hasDbXref	MONDO:0014140	MONDO:0014140	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A14		semapv:ManualMappingCuration	direct_existing
GARD:15949	oboInOwl:hasDbXref	MONDO:0014143	MONDO:0014143	Noonan syndrome 8		semapv:ManualMappingCuration	direct_existing
GARD:15950	oboInOwl:hasDbXref	MONDO:0014145	MONDO:0014145	Leber congenital amaurosis 17		semapv:ManualMappingCuration	direct_existing
GARD:15951	oboInOwl:hasDbXref	MONDO:0014146	MONDO:0014146	autosomal dominant hypocalcemia 2		semapv:ManualMappingCuration	direct_existing
GARD:15952	oboInOwl:hasDbXref	MONDO:0014152	MONDO:0014152	left ventricular noncompaction 8		semapv:ManualMappingCuration	direct_existing
GARD:15953	oboInOwl:hasDbXref	MONDO:0014153	MONDO:0014153	cone-rod dystrophy 18		semapv:ManualMappingCuration	direct_existing
GARD:15954	oboInOwl:hasDbXref	MONDO:0014155	MONDO:0014155	atrial fibrillation, familial, 13		semapv:ManualMappingCuration	direct_existing
GARD:15955	oboInOwl:hasDbXref	MONDO:0014156	MONDO:0014156	atrial fibrillation, familial, 14		semapv:ManualMappingCuration	direct_existing
GARD:15956	oboInOwl:hasDbXref	MONDO:0014163	MONDO:0014163	left ventricular noncompaction 10		semapv:ManualMappingCuration	direct_existing
GARD:15957	oboInOwl:hasDbXref	MONDO:0014164	MONDO:0014164	Meckel syndrome, type 11		semapv:ManualMappingCuration	direct_existing
GARD:15958	oboInOwl:hasDbXref	MONDO:0014166	MONDO:0014166	paroxysmal nocturnal hemoglobinuria 2		semapv:ManualMappingCuration	direct_existing
GARD:15959	oboInOwl:hasDbXref	MONDO:0014169	MONDO:0014169	dyschromatosis universalis hereditaria 3		semapv:ManualMappingCuration	direct_existing
GARD:15960	oboInOwl:hasDbXref	MONDO:0014172	MONDO:0014172	spermatogenic failure 12		semapv:ManualMappingCuration	direct_existing
GARD:15961	oboInOwl:hasDbXref	MONDO:0014175	MONDO:0014175	mitochondrial DNA depletion syndrome 12B (cardiomyopathic type), autosomal recessive		semapv:ManualMappingCuration	direct_existing
GARD:15962	oboInOwl:hasDbXref	MONDO:0014178	MONDO:0014178	inclusion body myopathy with early-onset Paget disease with or without frontotemporal dementia 2		semapv:ManualMappingCuration	direct_existing
GARD:15963	oboInOwl:hasDbXref	MONDO:0014179	MONDO:0014179	inclusion body myopathy with early-onset Paget disease with or without frontotemporal dementia 3		semapv:ManualMappingCuration	direct_existing
GARD:15964	oboInOwl:hasDbXref	MONDO:0014181	MONDO:0014181	amyotrophic lateral sclerosis type 20		semapv:ManualMappingCuration	direct_existing
GARD:15965	oboInOwl:hasDbXref	MONDO:0014186	MONDO:0014186	retinitis pigmentosa with or without situs inversus		semapv:ManualMappingCuration	direct_existing
GARD:15966	oboInOwl:hasDbXref	MONDO:0014187	MONDO:0014187	aortic aneurysm, familial thoracic 8		semapv:ManualMappingCuration	direct_existing
GARD:15967	oboInOwl:hasDbXref	MONDO:0014191	MONDO:0014191	catecholaminergic polymorphic ventricular tachycardia 5		semapv:ManualMappingCuration	direct_existing
GARD:15968	oboInOwl:hasDbXref	MONDO:0014192	MONDO:0014192	primary ciliary dyskinesia 22		semapv:ManualMappingCuration	direct_existing
GARD:15969	oboInOwl:hasDbXref	MONDO:0014193	MONDO:0014193	primary ciliary dyskinesia 23		semapv:ManualMappingCuration	direct_existing
GARD:15970	oboInOwl:hasDbXref	MONDO:0014194	MONDO:0014194	mitochondrial complex III deficiency nuclear type 6		semapv:ManualMappingCuration	direct_existing
GARD:15971	oboInOwl:hasDbXref	MONDO:0014202	MONDO:0014202	primary ciliary dyskinesia 24		semapv:ManualMappingCuration	direct_existing
GARD:15972	oboInOwl:hasDbXref	MONDO:0014203	MONDO:0014203	primary ciliary dyskinesia 25		semapv:ManualMappingCuration	direct_existing
GARD:15973	oboInOwl:hasDbXref	MONDO:0014204	MONDO:0014204	basal ganglia calcification, idiopathic, 5		semapv:ManualMappingCuration	direct_existing
GARD:15974	oboInOwl:hasDbXref	MONDO:0014211	MONDO:0014211	primary ciliary dyskinesia 26		semapv:ManualMappingCuration	direct_existing
GARD:15975	oboInOwl:hasDbXref	MONDO:0014214	MONDO:0014214	short-rib thoracic dysplasia 8 with or without polydactyly		semapv:ManualMappingCuration	direct_existing
GARD:15976	oboInOwl:hasDbXref	MONDO:0014215	MONDO:0014215	primary ciliary dyskinesia 27		semapv:ManualMappingCuration	direct_existing
GARD:15977	oboInOwl:hasDbXref	MONDO:0014216	MONDO:0014216	primary ciliary dyskinesia 28		semapv:ManualMappingCuration	direct_existing
GARD:15978	oboInOwl:hasDbXref	MONDO:0014217	MONDO:0014217	telangiectasia, hereditary hemorrhagic, type 5		semapv:ManualMappingCuration	direct_existing
GARD:15979	oboInOwl:hasDbXref	MONDO:0014222	MONDO:0014222	immunodeficiency 14		semapv:ManualMappingCuration	direct_existing
GARD:15980	oboInOwl:hasDbXref	MONDO:0014223	MONDO:0014223	amyotrophic lateral sclerosis type 19		semapv:ManualMappingCuration	direct_existing
GARD:15981	oboInOwl:hasDbXref	MONDO:0014230	MONDO:0014230	candidiasis, familial, 8		semapv:ManualMappingCuration	direct_existing
GARD:15982	oboInOwl:hasDbXref	MONDO:0014236	MONDO:0014236	Ehlers-Danlos syndrome, musculocontractural type 2		semapv:ManualMappingCuration	direct_existing
GARD:15983	oboInOwl:hasDbXref	MONDO:0014240	MONDO:0014240	periventricular nodular heterotopia 6		semapv:ManualMappingCuration	direct_existing
GARD:15984	oboInOwl:hasDbXref	MONDO:0014242	MONDO:0014242	van Maldergem syndrome 2		semapv:ManualMappingCuration	direct_existing
GARD:15985	oboInOwl:hasDbXref	MONDO:0014245	MONDO:0014245	Diamond-Blackfan anemia 12		semapv:ManualMappingCuration	direct_existing
GARD:15986	oboInOwl:hasDbXref	MONDO:0014251	MONDO:0014251	melioidosis, susceptibility to		semapv:ManualMappingCuration	direct_existing
GARD:15987	oboInOwl:hasDbXref	MONDO:8000024	MONDO:8000024	autoimmune lymphoproliferative syndrome, type III caused by mutation in PRKCD		semapv:ManualMappingCuration	direct_existing
GARD:15988	oboInOwl:hasDbXref	MONDO:0014256	MONDO:0014256	retinitis pigmentosa 67		semapv:ManualMappingCuration	direct_existing
GARD:15989	oboInOwl:hasDbXref	MONDO:0014257	MONDO:0014257	nephrotic syndrome, type 9		semapv:ManualMappingCuration	direct_existing
GARD:15990	oboInOwl:hasDbXref	MONDO:0014260	MONDO:0014260	immunodeficiency, common variable, 10		semapv:ManualMappingCuration	direct_existing
GARD:15991	oboInOwl:hasDbXref	MONDO:0014275	MONDO:0014275	Fanconi renotubular syndrome 3		semapv:ManualMappingCuration	direct_existing
GARD:15992	oboInOwl:hasDbXref	MONDO:0014281	MONDO:0014281	cholangiocarcinoma, susceptibility to		semapv:ManualMappingCuration	direct_existing
GARD:15993	oboInOwl:hasDbXref	MONDO:0014284	MONDO:0014284	short-rib thoracic dysplasia 10 with or without polydactyly		semapv:ManualMappingCuration	direct_existing
GARD:15994	oboInOwl:hasDbXref	MONDO:0014285	MONDO:0014285	congenital dyserythropoietic anemia type type 1B		semapv:ManualMappingCuration	direct_existing
GARD:15995	oboInOwl:hasDbXref	MONDO:0014286	MONDO:0014286	neuropathy, hereditary sensory, type 1F		semapv:ManualMappingCuration	direct_existing
GARD:15996	oboInOwl:hasDbXref	MONDO:0014287	MONDO:0014287	short-rib thoracic dysplasia 11 with or without polydactyly		semapv:ManualMappingCuration	direct_existing
GARD:15997	oboInOwl:hasDbXref	MONDO:0014288	MONDO:0014288	Joubert syndrome 21		semapv:ManualMappingCuration	direct_existing
GARD:15998	oboInOwl:hasDbXref	MONDO:0014296	MONDO:0014296	Warburg micro syndrome 4		semapv:ManualMappingCuration	direct_existing
GARD:15999	oboInOwl:hasDbXref	MONDO:0014297	MONDO:0014297	Joubert syndrome 22		semapv:ManualMappingCuration	direct_existing
GARD:16	oboInOwl:hasDbXref	MONDO:0009764	MONDO:0009764	ocular motor apraxia, Cogan type		semapv:ManualMappingCuration	direct_existing
GARD:160	oboInOwl:hasDbXref	MONDO:0010922	MONDO:0010922	Satoyoshi syndrome		semapv:ManualMappingCuration	direct_existing
GARD:16000	oboInOwl:hasDbXref	MONDO:0014299	MONDO:0014299	schwannomatosis 2		semapv:ManualMappingCuration	direct_existing
GARD:16001	oboInOwl:hasDbXref	MONDO:0014301	MONDO:0014301	dowling-degos disease 3		semapv:ManualMappingCuration	direct_existing
GARD:16002	oboInOwl:hasDbXref	MONDO:0014307	MONDO:0014307	Dowling-Degos disease 4		semapv:ManualMappingCuration	direct_existing
GARD:16003	oboInOwl:hasDbXref	MONDO:0014312	MONDO:0014312	auriculocondylar syndrome 3		semapv:ManualMappingCuration	direct_existing
GARD:16004	oboInOwl:hasDbXref	MONDO:0014323	MONDO:0014323	retinitis pigmentosa 68		semapv:ManualMappingCuration	direct_existing
GARD:16005	oboInOwl:hasDbXref	MONDO:0014324	MONDO:0014324	pachyonychia congenita 3		semapv:ManualMappingCuration	direct_existing
GARD:16006	oboInOwl:hasDbXref	MONDO:0014325	MONDO:0014325	pachyonychia congenita 4		semapv:ManualMappingCuration	direct_existing
GARD:16007	oboInOwl:hasDbXref	MONDO:0014326	MONDO:0014326	nemaline myopathy 9		semapv:ManualMappingCuration	direct_existing
GARD:16008	oboInOwl:hasDbXref	MONDO:0014328	MONDO:0014328	developmental and epileptic encephalopathy, 19		semapv:ManualMappingCuration	direct_existing
GARD:16009	oboInOwl:hasDbXref	MONDO:0014333	MONDO:0014333	polymicrogyria, bilateral perisylvian, autosomal recessive		semapv:ManualMappingCuration	direct_existing
GARD:1601	oboInOwl:hasDbXref	MONDO:0015467	MONDO:0015467	craniosynostosis, Philadelphia type		semapv:ManualMappingCuration	direct_existing
GARD:16010	oboInOwl:hasDbXref	MONDO:0014340	MONDO:0014340	atrial fibrillation, familial, 15		semapv:ManualMappingCuration	direct_existing
GARD:16011	oboInOwl:hasDbXref	MONDO:0014345	MONDO:0014345	retinitis pigmentosa 69		semapv:ManualMappingCuration	direct_existing
GARD:16012	oboInOwl:hasDbXref	MONDO:0014346	MONDO:0014346	white sponge nevus 2		semapv:ManualMappingCuration	direct_existing
GARD:16013	oboInOwl:hasDbXref	MONDO:0014350	MONDO:0014350	Seckel syndrome 8		semapv:ManualMappingCuration	direct_existing
GARD:16014	oboInOwl:hasDbXref	MONDO:0014355	MONDO:0014355	cardiomyopathy, dilated, with wooly hair, keratoderma, and tooth agenesis		semapv:ManualMappingCuration	direct_existing
GARD:16015	oboInOwl:hasDbXref	MONDO:0014356	MONDO:0014356	mitochondrial complex III deficiency nuclear type 7		semapv:ManualMappingCuration	direct_existing
GARD:16016	oboInOwl:hasDbXref	MONDO:0014359	MONDO:0014359	pigmented nodular adrenocortical disease, primary, 4		semapv:ManualMappingCuration	direct_existing
GARD:16017	oboInOwl:hasDbXref	MONDO:0014360	MONDO:0014360	developmental and epileptic encephalopathy, 21		semapv:ManualMappingCuration	direct_existing
GARD:16018	oboInOwl:hasDbXref	MONDO:0014364	MONDO:0014364	mitochondrial complex III deficiency nuclear type 8		semapv:ManualMappingCuration	direct_existing
GARD:16019	oboInOwl:hasDbXref	MONDO:0014365	MONDO:0014365	spermatogenic failure 13		semapv:ManualMappingCuration	direct_existing
GARD:1602	oboInOwl:hasDbXref	MONDO:0009039	MONDO:0009039	Baller-Gerold syndrome		semapv:ManualMappingCuration	direct_existing
GARD:16020	oboInOwl:hasDbXref	MONDO:0014366	MONDO:0014366	spermatogenic failure 14		semapv:ManualMappingCuration	direct_existing
GARD:16021	oboInOwl:hasDbXref	MONDO:0014367	MONDO:0014367	Aicardi-Goutieres syndrome 7		semapv:ManualMappingCuration	direct_existing
GARD:16022	oboInOwl:hasDbXref	MONDO:0014372	MONDO:0014372	cone-rod dystrophy 19		semapv:ManualMappingCuration	direct_existing
GARD:16023	oboInOwl:hasDbXref	MONDO:0014376	MONDO:0014376	intellectual disability, autosomal dominant 27		semapv:ManualMappingCuration	direct_existing
GARD:16024	oboInOwl:hasDbXref	MONDO:0014377	MONDO:0014377	developmental and epileptic encephalopathy, 24		semapv:ManualMappingCuration	direct_existing
GARD:16025	oboInOwl:hasDbXref	MONDO:0014378	MONDO:0014378	primary ciliary dyskinesia 29		semapv:ManualMappingCuration	direct_existing
GARD:16026	oboInOwl:hasDbXref	MONDO:0014383	MONDO:0014383	myopathy, tubular aggregate, 2		semapv:ManualMappingCuration	direct_existing
GARD:16027	oboInOwl:hasDbXref	MONDO:0014384	MONDO:0014384	hypotrichosis 12		semapv:ManualMappingCuration	direct_existing
GARD:16028	oboInOwl:hasDbXref	MONDO:0014385	MONDO:0014385	amelogenesis imperfecta hypomaturation type 2A5		semapv:ManualMappingCuration	direct_existing
GARD:16029	oboInOwl:hasDbXref	MONDO:0014390	MONDO:0014390	hypotrichosis 13		semapv:ManualMappingCuration	direct_existing
GARD:16030	oboInOwl:hasDbXref	MONDO:0014394	MONDO:0014394	Diamond-Blackfan anemia 13		semapv:ManualMappingCuration	direct_existing
GARD:16031	oboInOwl:hasDbXref	MONDO:0014396	MONDO:0014396	dilated cardiomyopathy 1NN		semapv:ManualMappingCuration	direct_existing
GARD:16032	oboInOwl:hasDbXref	MONDO:0014400	MONDO:0014400	retinitis pigmentosa 70		semapv:ManualMappingCuration	direct_existing
GARD:16033	oboInOwl:hasDbXref	MONDO:0014406	MONDO:0014406	pancreatic agenesis 2		semapv:ManualMappingCuration	direct_existing
GARD:16034	oboInOwl:hasDbXref	MONDO:0014416	MONDO:0014416	ACTH-independent macronodular adrenal hyperplasia 2		semapv:ManualMappingCuration	direct_existing
GARD:16035	oboInOwl:hasDbXref	MONDO:0014418	MONDO:0014418	myopathy, centronuclear, 5		semapv:ManualMappingCuration	direct_existing
GARD:16036	oboInOwl:hasDbXref	MONDO:0014427	MONDO:0014427	cone-rod dystrophy 20		semapv:ManualMappingCuration	direct_existing
GARD:16037	oboInOwl:hasDbXref	MONDO:0014441	MONDO:0014441	Bardet-Biedl syndrome 13		semapv:ManualMappingCuration	direct_existing
GARD:16038	oboInOwl:hasDbXref	MONDO:0014442	MONDO:0014442	Bardet-Biedl syndrome 14		semapv:ManualMappingCuration	direct_existing
GARD:16039	oboInOwl:hasDbXref	MONDO:0014443	MONDO:0014443	Bardet-Biedl syndrome 15		semapv:ManualMappingCuration	direct_existing
GARD:16040	oboInOwl:hasDbXref	MONDO:0014444	MONDO:0014444	Bardet-Biedl syndrome 16		semapv:ManualMappingCuration	direct_existing
GARD:16041	oboInOwl:hasDbXref	MONDO:0014445	MONDO:0014445	Bardet-Biedl syndrome 17		semapv:ManualMappingCuration	direct_existing
GARD:16042	oboInOwl:hasDbXref	MONDO:0014446	MONDO:0014446	Bardet-Biedl syndrome 18		semapv:ManualMappingCuration	direct_existing
GARD:16043	oboInOwl:hasDbXref	MONDO:0014447	MONDO:0014447	Bardet-Biedl syndrome 19		semapv:ManualMappingCuration	direct_existing
GARD:16044	oboInOwl:hasDbXref	MONDO:0014450	MONDO:0014450	breasts and/or nipples, aplasia or hypoplasia of, 2		semapv:ManualMappingCuration	direct_existing
GARD:16045	oboInOwl:hasDbXref	MONDO:0014451	MONDO:0014451	focal segmental glomerulosclerosis 7		semapv:ManualMappingCuration	direct_existing
