subject_id	predicate_id	object_id	mondo_id	mondo_label	gard_mondo_mapping_type
GARD:0003854			MONDO:0015994	muscular dystrophy-white matter spongiosis syndrome	direct_existing
GARD:0003855			MONDO:0012279	congenital muscular dystrophy merosin-positive	direct_existing
GARD:0003856			MONDO:0011500	Becker nevus syndrome	direct_existing
GARD:0003857			MONDO:0024418	muscular fibrosis multifocal obstructed vessels	direct_existing
GARD:0003858			MONDO:0010362	glycogen storage disease IXd	direct_existing
GARD:0003862			MONDO:0016823	mycetoma	direct_existing
GARD:0003863			MONDO:0009691	mycosis fungoides	direct_existing
GARD:0003865			MONDO:0008038	ataxia-pancytopenia syndrome	direct_existing
GARD:0003868			MONDO:0009694	myeloperoxidase deficiency	direct_existing
GARD:0003872			MONDO:0013526	progressive myoclonic epilepsy type 6	direct_existing
GARD:0003873			MONDO:0008043	myoclonus-cerebellar ataxia-deafness syndrome	direct_existing
GARD:0003875			MONDO:0008045	spinal muscular atrophy-progressive myoclonic epilepsy syndrome	direct_existing
GARD:0003876			MONDO:0009698	Unverricht-Lundborg syndrome	direct_existing
GARD:0003879			MONDO:0010791	myoglobinuria, recurrent	direct_existing
GARD:0003881			MONDO:0010773	myopathy and diabetes mellitus	direct_existing
GARD:0003884			MONDO:0008051	tubular aggregate myopathy	direct_existing
GARD:0003885			MONDO:0000863	myopathy, lactic acidosis, and sideroblastic anemia	direct_existing
GARD:0003889			MONDO:0800437	Carey-Fineman-Ziter syndrome 1	direct_existing
GARD:0003892			MONDO:0010684	X-linked myopathy with excessive autophagy	direct_existing
GARD:0003896			MONDO:0007827	inclusion body myositis	direct_existing
GARD:0003902			MONDO:0010686	N syndrome	direct_existing
GARD:0003903			MONDO:0012221	alpha-N-acetylgalactosaminidase deficiency type 1	direct_existing
GARD:0003904			MONDO:0009623	Nijmegen breakage syndrome	direct_existing
GARD:0003908			MONDO:0100133	mitochondrial complex I deficiency	direct_existing
GARD:0003908			MONDO:0100224	mitochondrial complex I deficiency, nuclear type 1	direct_existing
GARD:0003909			MONDO:0009606	methemoglobinemia due to deficiency of methemoglobin reductase	direct_existing
GARD:0003912			MONDO:0008059	Naegeli-Franceschetti-Jadassohn syndrome	direct_existing
GARD:0003916			MONDO:0009726	proteosome-associated autoinflammatory syndrome	direct_existing
GARD:0003917			MONDO:0009726	proteosome-associated autoinflammatory syndrome	direct_existing
GARD:0003919			MONDO:0013006	isolated growth hormone deficiency type IB	direct_existing
GARD:0003921			MONDO:0010615	isolated growth hormone deficiency type III	direct_existing
GARD:0003924			MONDO:0015892	growth hormone insensitivity syndrome	direct_existing
GARD:0003927			MONDO:0008182	nasopalpebral lipoma-coloboma syndrome	direct_existing
GARD:0003928			MONDO:0009467	natal teeth-intestinal pseudoobstruction-patent ductus syndrome	direct_existing
GARD:0003929			MONDO:0009721	Nathalie syndrome	direct_existing
GARD:0003931			MONDO:0043152	negative rheumatoid factor polyarthritis	direct_existing
GARD:0003934			MONDO:0043154	neonatal ovarian cyst	direct_existing
GARD:0003936			MONDO:0009965	Perlman syndrome	direct_existing
GARD:0003940			MONDO:0009729	nephropathy - deafness - hyperparathyroidism syndrome	direct_existing
GARD:0003943			MONDO:0009731	nephrosis-deafness-urinary tract-digital malformations syndrome	direct_existing
GARD:0003945			MONDO:0012184	Pierson syndrome	direct_existing
GARD:0003945			MONDO:0043156	nephrotic syndrome ocular anomalies	direct_existing
GARD:0003946			MONDO:0010974	nephrotic syndrome, type 2	direct_existing
GARD:0003947			MONDO:0019010	congenital isolated hyperinsulinism	direct_existing
GARD:0003948			MONDO:0008591	tremor-nystagmus-duodenal ulcer syndrome	direct_existing
GARD:0003953			MONDO:0009737	galactosialidosis	direct_existing
GARD:0003955			MONDO:0008076	amyotrophic neuralgia	direct_existing
GARD:0003956			MONDO:0008695	chorea-acanthocytosis	direct_existing
GARD:0003957			MONDO:0024457	neurodegeneration with brain iron accumulation 2A	direct_existing
GARD:0003959			MONDO:0017045	neuroectodermal-endocrine syndrome	direct_existing
GARD:0003963			MONDO:0017046	neuroepithelioma	direct_existing
GARD:0003964			MONDO:0009740	neurofaciodigitorenal syndrome	direct_existing
GARD:0003967			MONDO:0007245	cafe au lait spots, multiple	direct_existing
GARD:0003969			MONDO:8000011	visceral neuropathy, familial, 1, autosomal recessive	direct_existing
GARD:0003971			MONDO:0011327	neuronal intranuclear inclusion disease	direct_existing
GARD:0003972			MONDO:0009747	Navajo neurohepatopathy	direct_existing
GARD:0003973			MONDO:0011085	Charcot-Marie-Tooth disease type 4D	direct_existing
GARD:0003976			MONDO:0019941	hereditary sensory and autonomic neuropathy type 2	direct_existing
GARD:0003979			MONDO:0010155	Dorfman-Chanarin disease	direct_existing
GARD:0003981			MONDO:0010294	X-linked severe congenital neutropenia	direct_existing
GARD:0003983			MONDO:0008089	neutropenia, chronic familial	direct_existing
GARD:0003986			MONDO:0008094	familial multiple nevi flammei	direct_existing
GARD:0003992			MONDO:0011873	Niemann-Pick disease, type C2	direct_existing
GARD:0003994			MONDO:0015326	night blindness-skeletal anomalies-dysmorphism syndrome	direct_existing
GARD:0003995			MONDO:0044749	X-linked congenital stationary night blindness	direct_existing
GARD:0003999			MONDO:0015997	ectopia lentis-chorioretinal dystrophy-myopia syndrome	direct_existing
GARD:0004001			MONDO:0017124	noma	direct_existing
GARD:0004002			MONDO:0004334	non-functional pancreatic neuroendocrine tumor	direct_existing
GARD:0004003			MONDO:0010785	maternally-inherited diabetes and deafness	direct_existing
GARD:0004006			MONDO:0023873	obsolete Noonan-like/multiple giant cell lesion syndrome	direct_existing
GARD:0004009			MONDO:0008225	normokalemic periodic paralysis	direct_existing
GARD:0004010			MONDO:0012391	neuronal ceroid lipofuscinosis 8 northern epilepsy variant	direct_existing
GARD:0004011			MONDO:0009515	Norum disease	direct_existing
GARD:0004015			MONDO:0008990	cleft larynx, posterior	direct_existing
GARD:0004017			MONDO:0010572	occipital horn syndrome	direct_existing
GARD:0004018			MONDO:0017086	primary tethered cord syndrome	direct_existing
GARD:0004021			MONDO:0022557	Behrens Baumann dust syndrome	direct_existing
GARD:0004025			MONDO:0022712	oculo digital syndrome	direct_existing
GARD:0004028			MONDO:0017126	oculo-skeletal-renal syndrome	direct_existing
GARD:0004031			MONDO:0011082	oculoauriculofrontonasal syndrome	direct_existing
GARD:0004034			MONDO:0009766	oculocerebral hypopigmentation syndrome of Preus	direct_existing
GARD:0004037			MONDO:0018135	oculocutaneous albinism type 1	direct_existing
GARD:0004038			MONDO:0008746	oculocutaneous albinism type 2	direct_existing
GARD:0004039			MONDO:0008747	oculocutaneous albinism type 3	direct_existing
GARD:0004045			MONDO:0009768	oculodentodigital dysplasia, autosomal recessive	direct_existing
GARD:0004046			MONDO:0015824	oculomaxillofacial dysostosis	direct_existing
GARD:0004047			MONDO:0007158	arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome	direct_existing
GARD:0004050			MONDO:0009772	oculorenocerebellar syndrome	direct_existing
GARD:0004051			MONDO:0017134	odonto-onycho dysplasia-alopecia syndrome	direct_existing
GARD:0004053			MONDO:0011034	odontomicronychial dysplasia	direct_existing
GARD:0004054			MONDO:0009773	odonto-onycho-dermal dysplasia	direct_existing
GARD:0004060			MONDO:0010336	orofaciodigital syndrome VIII	direct_existing
GARD:0004061			MONDO:0008137	orofaciodigital syndrome X	direct_existing
GARD:0004062			MONDO:0010060	infantile onset spinocerebellar ataxia	direct_existing
GARD:0004064			MONDO:0011499	Okamoto syndrome	direct_existing
GARD:0004065			MONDO:0008298	postaxial tetramelic oligodactyly	direct_existing
GARD:0004066			MONDO:0016407	oligomeganephronia	direct_existing
GARD:0004069			MONDO:0009777	Oliver syndrome	direct_existing
GARD:0004070			MONDO:0017135	olivopontocerebellar atrophy-deafness syndrome	direct_existing
GARD:0004071			MONDO:0008119	spinocerebellar ataxia type 1	direct_existing
GARD:0004072			MONDO:0008458	spinocerebellar ataxia type 2	direct_existing
GARD:0004075			MONDO:0031421	Olmsted syndrome	direct_existing
GARD:0004076			MONDO:0009779	autosomal recessive omodysplasia	direct_existing
GARD:0004079			MONDO:0009780	lethal omphalocele-cleft palate syndrome	direct_existing
GARD:0004080			MONDO:0009774	cloacal exstrophy	direct_existing
GARD:0004081			MONDO:0018847	omphalomesenteric cyst	direct_existing
GARD:0004083			MONDO:0007134	Cooks syndrome	direct_existing
GARD:0004085			MONDO:0011405	poikiloderma with neutropenia	direct_existing
GARD:0004098			MONDO:0009785	opsismodysplasia	direct_existing
GARD:0004106			MONDO:0007352	renal coloboma syndrome	direct_existing
GARD:0004107			MONDO:0016167	optic pathway glioma	direct_existing
GARD:0004116			MONDO:0017139	oromandibular-limb hypogenesis syndrome	direct_existing
GARD:0004118			MONDO:0013035	orofaciodigital syndrome XI	direct_existing
GARD:0004119			MONDO:0010277	syndromic X-linked intellectual disability Shashi type	direct_existing
GARD:0004120			MONDO:0008267	orofaciodigital syndrome V	direct_existing
GARD:0004121			MONDO:0010702	orofaciodigital syndrome I	direct_existing
GARD:0004129			MONDO:0008139	OSLAM syndrome	direct_existing
GARD:0004130			MONDO:0008975	otospondylomegaepiphyseal dysplasia	direct_existing
GARD:0004131			MONDO:0008142	Thiemann disease, familial form	direct_existing
GARD:0004133			MONDO:0017178	osteochondritis dissecans	direct_existing
GARD:0004136			MONDO:0009801	familial osteodysplasia, Anderson type	direct_existing
GARD:0004142			MONDO:0008150	osteoglophonic dwarfism	direct_existing
GARD:0004144			MONDO:0009810	autosomal recessive distal osteolysis syndrome	direct_existing
GARD:0004148			MONDO:0010310	osteopathia striata with cranial sclerosis	direct_existing
GARD:0004151			MONDO:0011877	autosomal dominant osteopetrosis 1	direct_existing
GARD:0004153			MONDO:0009817	autosomal recessive osteopetrosis 5	direct_existing
GARD:0004154			MONDO:0009818	autosomal recessive osteopetrosis 3	direct_existing
GARD:0004155			MONDO:0017198	osteopetrosis	direct_existing
GARD:0004156			MONDO:0012679	autosomal recessive osteopetrosis 6	direct_existing
GARD:0004157			MONDO:0009816	autosomal recessive osteopetrosis 2	direct_existing
GARD:0004158			MONDO:0001414	osteopoikilosis	direct_existing
GARD:0004160			MONDO:0009820	osteoporosis-pseudoglioma syndrome	direct_existing
GARD:0004166			MONDO:0009008	heart defect - tongue hamartoma - polysyndactyly syndrome	direct_existing
GARD:0004168			MONDO:0008161	otodental syndrome	direct_existing
GARD:0004169			MONDO:0008163	otofaciocervical syndrome	direct_existing
GARD:0004170			MONDO:0009822	otoonychoperoneal syndrome	direct_existing
GARD:0004174			MONDO:0042973	familial osteosclerosis	direct_existing
GARD:0004176			MONDO:0008206	benign paroxysmal tonic upgaze of childhood with ataxia	direct_existing
GARD:0004183			MONDO:0008493	overhydrated hereditary stomatocytosis	direct_existing
GARD:0004189			MONDO:0008175	pacman dysplasia	direct_existing
GARD:0004191			MONDO:0008176	Paget disease of bone 3	direct_existing
GARD:0004192			MONDO:0008177	extramammary Paget disease	direct_existing
GARD:0004195			MONDO:0043162	pagon stephan syndrome	direct_existing
GARD:0004198			MONDO:0009828	palant cleft palate syndrome	direct_existing
GARD:0004199			MONDO:0043164	palmer pagon syndrome	direct_existing
GARD:0004203			MONDO:0008184	pancreas, dorsal, agenesis of	direct_existing
GARD:0004204			MONDO:0019668	adenoma of pancreas	direct_existing
GARD:0004206			MONDO:0015278	familial pancreatic carcinoma	direct_existing
GARD:0004208			MONDO:0043166	pancreatic lipomatosis duodenal stenosis	direct_existing
GARD:0004210			MONDO:0019035	pancreatoblastoma	direct_existing
GARD:0004213			MONDO:0043168	panostotic fibrous dysplasia	direct_existing
GARD:0004214			MONDO:0009837	choroid plexus papilloma	direct_existing
GARD:0004215			MONDO:0042974	parainfluenza virus type 3 infectious disease	direct_existing
GARD:0004218			MONDO:0008124	omphalocele, autosomal	direct_existing
GARD:0004219			MONDO:0010043	hereditary spastic paraplegia 17	direct_existing
GARD:0004222			MONDO:0008196	parastremmatic dwarfism	direct_existing
GARD:0004223			MONDO:0010867	PARC syndrome	direct_existing
GARD:0004224			MONDO:0008557	Paris-Trousseau thrombocytopenia	direct_existing
GARD:0004227			MONDO:0100234	paroxysmal familial ventricular fibrillation	direct_existing
GARD:0004228			MONDO:0006682	brachial plexus neuritis	direct_existing
GARD:0004229			MONDO:0015275	partial atrioventricular canal	direct_existing
GARD:0004230			MONDO:0015607	partial chromosome Y deletion	direct_existing
GARD:0004235			MONDO:0010654	Partington syndrome	direct_existing
GARD:0004236			MONDO:0017453	fetal parvovirus syndrome	direct_existing
GARD:0004238			MONDO:0007200	blepharonasofacial malformation syndrome	direct_existing
GARD:0004253			MONDO:0007510	Clouston syndrome	direct_existing
GARD:0004259			MONDO:0008211	pseudoleprechaunism syndrome, Patterson type	direct_existing
GARD:0004260			MONDO:0008465	Patterson-Stevenson-Fontaine syndrome	direct_existing
GARD:0004261			MONDO:0019433	oligoarticular juvenile idiopathic arthritis	direct_existing
GARD:0004262			MONDO:0043170	Pavone Fiumara Rizzo syndrome	direct_existing
GARD:0004264			MONDO:0009841	PEHO syndrome	direct_existing
GARD:0004265			MONDO:0010714	Pelizaeus-Merzbacher disease	direct_existing
GARD:0004266			MONDO:0009843	hypomyelinating leukodystrophy 3	direct_existing
GARD:0004267			MONDO:0009844	pellagra-like syndrome	direct_existing
GARD:0004268			MONDO:0010157	Tryptophanuria with dwarfism	direct_existing
GARD:0004269			MONDO:0011235	pelvic dysplasia-arthrogryposis of lower limbs syndrome	direct_existing
GARD:0004270			MONDO:0008219	pemphigus vulgaris	direct_existing
GARD:0004271			MONDO:0010134	Pendred syndrome	direct_existing
GARD:0004272			MONDO:0018846	penile agenesis	direct_existing
GARD:0004273			MONDO:0017285	penoscrotal transposition	direct_existing
GARD:0004276			MONDO:0011150	acroosteolysis-keloid-like lesions-premature aging syndrome	direct_existing
GARD:0004278			MONDO:0009866	phosphoenolpyruvate carboxykinase deficiency, cytosolic	direct_existing
GARD:0004279			MONDO:0009864	phosphoenolpyruvate carboxykinase deficiency, mitochondrial	direct_existing
GARD:0004280			MONDO:0009312	lipodystrophy due to peptidic growth factors deficiency	direct_existing
GARD:0004291			MONDO:0012487	alopecia-intellectual disability syndrome 2	direct_existing
GARD:0004299			MONDO:0009810	autosomal recessive distal osteolysis syndrome	direct_existing
GARD:0004302			MONDO:0010881	mesomelia-synostoses syndrome	direct_existing
GARD:0004303			MONDO:0017920	deafness-genital anomalies-metacarpal and metatarsal synostosis syndrome	direct_existing
GARD:0004304			MONDO:0017377	preaxial polydactyly-colobomata-intellectual disability syndrome	direct_existing
GARD:0004305			MONDO:0009858	Pfeiffer-Palm-Teller syndrome	direct_existing
GARD:0004306			MONDO:0043172	pfeiffer rockelein syndrome	direct_existing
GARD:0004308			MONDO:0043174	Pfeiffer Tietze Welte syndrome	direct_existing
GARD:0004311			MONDO:0017317	phakomatosis pigmentokeratotica	direct_existing
GARD:0004312			MONDO:0017318	phakomatosis pigmentovascularis	direct_existing
GARD:0004315			MONDO:0016015	phenobarbital embryopathy	direct_existing
GARD:0004319			MONDO:0009862	dihydropteridine reductase deficiency	direct_existing
GARD:0004321			MONDO:0008235	pheochromocytoma-islet cell tumor syndrome	direct_existing
GARD:0004323			MONDO:0008237	phocomelia-ectrodactyly-deafness-sinus arrhythmia syndrome	direct_existing
GARD:0004329			MONDO:0013968	PGM1-congenital disorder of glycosylation	direct_existing
GARD:0004331			MONDO:0014353	immunodeficiency 23	direct_existing
GARD:0004337			MONDO:0043176	phosphoribosylpyrophosphate synthetase deficiency	direct_existing
GARD:0004344			MONDO:0008244	piebaldism	direct_existing
GARD:0004345			MONDO:0043179	piepkorn karp hickok syndrome	direct_existing
GARD:0004346			MONDO:0020380	autosomal dominant cerebellar ataxia	direct_existing
GARD:0004347			MONDO:0009869	isolated Pierre-Robin syndrome	direct_existing
GARD:0004351			MONDO:0008490	otospondylomegaepiphyseal dysplasia, autosomal dominant	direct_existing
GARD:0004354			MONDO:0009869	isolated Pierre-Robin syndrome	direct_existing
GARD:0004356			MONDO:0010896	pigment dispersion syndrome	direct_existing
GARD:0004357			MONDO:0011579	late-onset retinal degeneration	direct_existing
GARD:0004358			MONDO:0011132	T-cell immunodeficiency, congenital alopecia, and nail dystrophy	direct_existing
GARD:0004359			MONDO:0008388	ringed hair disease	direct_existing
GARD:0004361			MONDO:0009870	pili torti	direct_existing
GARD:0004362			MONDO:0009871	pili torti-developmental delay-neurological abnormalities syndrome	direct_existing
GARD:0004364			MONDO:0011177	ectodermal dysplasia 4, hair/nail type	direct_existing
GARD:0004365			MONDO:0008127	ophthalmomandibulomelic dysplasia	direct_existing
GARD:0004368			MONDO:0017331	Pilotto syndrome	direct_existing
GARD:0004369			MONDO:0018061	trichodermodysplasia-dental alterations syndrome	direct_existing
GARD:0004371			MONDO:0009958	adult Refsum disease	direct_existing
GARD:0004372			MONDO:0012589	Pitt-Hopkins syndrome	direct_existing
GARD:0004375			MONDO:0008563	thumb stiffness-brachydactyly-intellectual disability syndrome	direct_existing
GARD:0004377			MONDO:0010237	X-linked intellectual disability-plagiocephaly syndrome	direct_existing
GARD:0004380			MONDO:0009009	hypoplasminogenemia	direct_existing
GARD:0004381			MONDO:0013227	congenital plasminogen activator inhibitor type 1 deficiency	direct_existing
GARD:0004382			MONDO:0007895	platyspondylic dysplasia, Torrance type	direct_existing
GARD:0004386			MONDO:0019121	pneumocystosis	direct_existing
GARD:0004387			MONDO:0043183	podder-tolmie syndrome	direct_existing
GARD:0004391			MONDO:0008260	Kindler syndrome	direct_existing
GARD:0004392			MONDO:0010002	Rothmund-Thomson syndrome	direct_existing
GARD:0004395			MONDO:0043185	pointer syndrome	direct_existing
GARD:0004410			MONDO:0011348	non-syndromic polydactyly	direct_existing
GARD:0004412			MONDO:0010176	orofaciodigital syndrome type 6	direct_existing
GARD:0004413			MONDO:0008268	polydactyly-myopia syndrome	direct_existing
GARD:0004417			MONDO:0008269	polydactyly of a biphalangeal thumb	direct_existing
GARD:0004421			MONDO:0017990	catecholaminergic polymorphic ventricular tachycardia	direct_existing
GARD:0004424			MONDO:0017379	polyneuropathy-intellectual disability-acromicria-premature menopause syndrome	direct_existing
GARD:0004427			MONDO:0008283	Cronkhite-Canada syndrome	direct_existing
GARD:0004428			MONDO:0009900	polysyndactyly-cardiac malformation syndrome	direct_existing
GARD:0004434			MONDO:0008515	syndactyly type 4	direct_existing
GARD:0004436			MONDO:0009901	Bartsocas-Papas syndrome 1	direct_existing
GARD:0004437			MONDO:0011036	porencephaly-cerebellar hypoplasia-internal malformations syndrome	direct_existing
GARD:0004438			MONDO:0019141	porokeratosis of Mibelli	direct_existing
GARD:0004439			MONDO:0008292	punctate palmoplantar keratoderma type 2	direct_existing
GARD:0004445			MONDO:0013000	porphyria due to ALA dehydratase deficiency	direct_existing
GARD:0004446			MONDO:0009902	cutaneous porphyria	direct_existing
GARD:0004454			MONDO:0017416	postpoliomyelitis syndrome	direct_existing
GARD:0004457			MONDO:0006918	posterior uveitis	direct_existing
GARD:0004459			MONDO:0018959	potassium-aggravated myotonia	direct_existing
GARD:0004462			MONDO:0001558	Potter sequence	direct_existing
GARD:0004465			MONDO:0009859	PHAVER syndrome	direct_existing
GARD:0004470			MONDO:0008301	Guttmacher syndrome	direct_existing
GARD:0004475			MONDO:0008303	familial male-limited precocious puberty	direct_existing
GARD:0004477			MONDO:0012901	inherited prekallikrein deficiency	direct_existing
GARD:0004478			MONDO:0011149	premature aging syndrome, Okamoto type	direct_existing
GARD:0004480			MONDO:0010706	premature ovarian failure 1	direct_existing
GARD:0004482			MONDO:0010667	Prieto syndrome	direct_existing
GARD:0004483			MONDO:0011872	Griscelli syndrome type 2	direct_existing
GARD:0004484			MONDO:0016575	primary ciliary dyskinesia	direct_existing
GARD:0004485			MONDO:0011663	juvenile primary lateral sclerosis	direct_existing
GARD:0004488			MONDO:0009798	Primrose syndrome	direct_existing
GARD:0004494			MONDO:0008311	progeria-short stature-pigmented nevi syndrome	direct_existing
GARD:0004497			MONDO:0012853	Fontaine progeroid syndrome	direct_existing
GARD:0004498			MONDO:0011150	acroosteolysis-keloid-like lesions-premature aging syndrome	direct_existing
GARD:0004500			MONDO:0018311	acromelanosis	direct_existing
GARD:0004503			MONDO:0005181	progressive external ophthalmoplegia	direct_existing
GARD:0004504			MONDO:0010576	X-linked mixed hearing loss with perilymphatic gusher	direct_existing
GARD:0004507			MONDO:0009839	progressive supranuclear palsy-parkinsonism syndrome	direct_existing
GARD:0004508			MONDO:0010911	prolactin-producing pituitary gland adenoma	direct_existing
GARD:0004509			MONDO:0018850	proliferating trichilemmal cyst	direct_existing
GARD:0004513			MONDO:0010713	properdin deficiency, X-linked	direct_existing
GARD:0004520			MONDO:0023122	familial prostate carcinoma	direct_existing
GARD:0004524			MONDO:0002304	protein S deficiency	direct_existing
GARD:0004525			MONDO:0017571	Proteus-like syndrome	direct_existing
GARD:0004527			MONDO:0008319	protoporphyria, erythropoietic, 1	direct_existing
GARD:0004528			MONDO:0010224	corpus callosum agenesis-abnormal genitalia syndrome	direct_existing
GARD:0004531			MONDO:0019079	proximal spinal muscular atrophy	direct_existing
GARD:0004532			MONDO:0010798	proximal tubulopathy-diabetes mellitus-cerebellar ataxia syndrome	direct_existing
GARD:0004536			MONDO:0015261	pseudopelade of Brocq	direct_existing
GARD:0004539			MONDO:0009855	d-bifunctional protein deficiency	direct_existing
GARD:0004540			MONDO:0008322	pseudoachondroplasia	direct_existing
GARD:0004542			MONDO:0042975	pseudoachondroplastic dysplasia 2	direct_existing
GARD:0004543			MONDO:0009919	peroxisomal acyl-CoA oxidase deficiency	direct_existing
GARD:0004544			MONDO:0010865	pseudoaminopterin syndrome	direct_existing
GARD:0004545			MONDO:0009591	metachromatic leukodystrophy, juvenile form	direct_existing
GARD:0004550			MONDO:0010824	disorder of sex development-intellectual disability syndrome	direct_existing
GARD:0004552			MONDO:0009917	autosomal recessive pseudohypoaldosteronism type 1	direct_existing
GARD:0004553			MONDO:0019162	pseudohypoaldosteronism type 2	direct_existing
GARD:0004561			MONDO:0009468	pseudotumor cerebri	direct_existing
GARD:0004568			MONDO:0010835	pterygium colli-intellectual disability-digital anomalies syndrome	direct_existing
GARD:0004569			MONDO:0008337	familial pterygium of the conjunctiva	direct_existing
GARD:0004570			MONDO:0008339	antecubital pterygium syndrome	direct_existing
GARD:0004573			MONDO:0010716	X-linked lethal multiple pterygium syndrome	direct_existing
GARD:0004577			MONDO:0008341	ptosis-strabismus-ectopic pupils syndrome	direct_existing
GARD:0004582			MONDO:0012580	hereditary pulmonary alveolar proteinosis	direct_existing
GARD:0004584			MONDO:0009930	obsolete pulmonary arteriovenous malformation	direct_existing
GARD:0004585			MONDO:0043187	pulmonary artery agenesis	direct_existing
GARD:0004586			MONDO:0020391	pulmonary artery coming from the aorta	direct_existing
GARD:0004588			MONDO:0008343	pulmonary atresia with ventricular septal defect	direct_existing
GARD:0004593			MONDO:0017843	congenital pulmonary sequestration	direct_existing
GARD:0004594			MONDO:0017870	supravalvular pulmonary stenosis	direct_existing
GARD:0004595			MONDO:0009929	neonatal acute respiratory distress due to SP-B deficiency	direct_existing
GARD:0004596			MONDO:0017865	congenital pulmonary valve stenosis	direct_existing
GARD:0004597			MONDO:0020064	pulmonary valve agenesis	direct_existing
GARD:0004598			MONDO:0017864	congenital pulmonary veins atresia or stenosis	direct_existing
GARD:0004599			MONDO:0017705	congenital pulmonary venous return anomaly	direct_existing
GARD:0004600			MONDO:0009931	pulmonary atresia-intact ventricular septum syndrome	direct_existing
GARD:0004606			MONDO:0013171	purine nucleoside phosphorylase deficiency	direct_existing
GARD:0004607			MONDO:0019740	acquired thrombotic thrombocytopenic purpura	direct_existing
GARD:0004610			MONDO:0009942	pyknoachondrogenesis	direct_existing
GARD:0004611			MONDO:0009940	pycnodysostosis	direct_existing
GARD:0004612			MONDO:0009943	Pyle disease	direct_existing
GARD:0004614			MONDO:0019168	pyomyositis	direct_existing
GARD:0004616			MONDO:0004574	pyridoxine deficiency anemia	direct_existing
GARD:0004619			MONDO:0009948	pyropoikilocytosis, hereditary	direct_existing
GARD:0004620			MONDO:0010717	pyruvate dehydrogenase E1-alpha deficiency	direct_existing
GARD:0004624			MONDO:0043191	radial defect robin sequence	direct_existing
GARD:0004626			MONDO:0008357	radial hypoplasia-triphalangeal thumbs-hypospadias-maxillary diastema syndrome	direct_existing
GARD:0004627			MONDO:0008358	radial ray hypoplasia-choanal atresia syndrome	direct_existing
GARD:0004628			MONDO:0010261	microphthalmia, syndromic 2	direct_existing
GARD:0004629			MONDO:0024171	radio-digito-facial dysplasia	direct_existing
GARD:0004630			MONDO:0017985	congenital radioulnar synostosis	direct_existing
GARD:0004633			MONDO:0010718	absent radius-anogenital anomalies syndrome	direct_existing
GARD:0004634			MONDO:0009953	leukocyte adhesion deficiency type II	direct_existing
GARD:0004635			MONDO:0010177	vascular hyalinosis	direct_existing
GARD:0004636			MONDO:0007382	Ramos-Arroyo syndrome	direct_existing
GARD:0004637			MONDO:0009955	rapadilino syndrome	direct_existing
GARD:0004638			MONDO:0007587	external auditory canal atresia-vertical talus-hypertelorism syndrome	direct_existing
GARD:0004641			MONDO:0009446	ichthyosis-intellectual disability-dwarfism-renal impairment syndrome	direct_existing
GARD:0004644			MONDO:0008838	ataxia - deafness - intellectual disability syndrome	direct_existing
GARD:0004647			MONDO:0019369	complex regional pain syndrome	direct_existing
GARD:0004648			MONDO:0019174	obsolete infantile Refsum disease	direct_existing
GARD:0004658			MONDO:0011037	renal dysplasia, cystic, susceptibility to	direct_existing
GARD:0004664			MONDO:0009969	renal-genital-middle ear anomalies	direct_existing
GARD:0004665			MONDO:0009966	NPHP3-related Meckel-like syndrome	direct_existing
GARD:0004666			MONDO:0009968	renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss	direct_existing
GARD:0004667			MONDO:0015827	distal renal tubular acidosis	direct_existing
GARD:0004668			MONDO:0008368	autosomal dominant distal renal tubular acidosis	direct_existing
GARD:0004669			MONDO:0011268	renal tubular acidosis, distal, 3, with or without sensorineural hearing loss	direct_existing
GARD:0004670			MONDO:0009967	renal tubular acidosis 3	direct_existing
GARD:0004672			MONDO:0019779	obsolete Renier-Gabreels-Jasper syndrome	direct_existing
GARD:0004680			MONDO:0010722	X-linked retinal dysplasia	direct_existing
GARD:0004683			MONDO:0009983	retinitis pigmentosa-intellectual disability-deafness-hypogenitalism syndrome	direct_existing
GARD:0004684			MONDO:0010775	retinitis pigmentosa-deafness syndrome	direct_existing
GARD:0004685			MONDO:0009985	retinohepatoendocrinologic syndrome	direct_existing
GARD:0004688			MONDO:0009986	retinopathy, pigmentary, and intellectual disability	direct_existing
GARD:0004690			MONDO:0010725	X-linked retinoschisis	direct_existing
GARD:0004694			MONDO:0017746	atypical Rett syndrome	direct_existing
GARD:0004695			MONDO:0009990	Revesz syndrome	direct_existing
GARD:0004697			MONDO:0013276	Reynolds syndrome	direct_existing
GARD:0004701			MONDO:0009994	alveolar rhabdomyosarcoma	direct_existing
GARD:0004702			MONDO:0009993	embryonal rhabdomyosarcoma	direct_existing
GARD:0004703			MONDO:0011079	rhizomelic dysplasia, Patterson-Lowry type	direct_existing
GARD:0004704			MONDO:0019735	polymyalgia rheumatica	direct_existing
GARD:0004705			MONDO:0009996	rhizomelic syndrome, Urbach type	direct_existing
GARD:0004709			MONDO:0009716	Richieri Costa-da Silva syndrome	direct_existing
GARD:0004712			MONDO:0043193	richieri-costa guion-almeida cohen syndrome	direct_existing
GARD:0004718			MONDO:0009998	Richieri Costa-Pereira syndrome	direct_existing
GARD:0004721			MONDO:0010179	isolated right ventricular hypoplasia	direct_existing
GARD:0004722			MONDO:0011977	8q22.1 microdeletion syndrome	direct_existing
