# creator_id: 0000-0002-2906-7319
# curie_map:
#   GARD: http://purl.obolibrary.org/obo/GARD_
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
# license: http://w3id.org/sssom/license/unspecified
object_id	subject_id	predicate_id	proxy_id	object_label
MONDO:0008486	GARD:5004	MONDO:equivalentTo	Orphanet:3184	steatocystoma multiplex-natal teeth syndrome
MONDO:0008488	GARD:2727	MONDO:equivalentTo	Orphanet:3186	holoprosencephaly-radial heart renal anomalies syndrome
MONDO:0008490	GARD:5021	MONDO:equivalentTo	Orphanet:166100	otospondylomegaepiphyseal dysplasia, autosomal dominant
MONDO:0008491	GARD:5023	MONDO:equivalentTo	Orphanet:3198	stiff-person syndrome
MONDO:0008492	GARD:5025	MONDO:equivalentTo	Orphanet:2833	stiff skin syndrome
MONDO:0008493	GARD:4183	MONDO:equivalentTo	Orphanet:3203	overhydrated hereditary stomatocytosis
MONDO:0008494	GARD:10184	MONDO:equivalentTo	Orphanet:398088	cryohydrocytosis
MONDO:0008495	GARD:5034	MONDO:equivalentTo	Orphanet:734	platelet storage pool deficiency
MONDO:0008497	GARD:5188	MONDO:equivalentTo	Orphanet:3204	Stormorken syndrome
MONDO:0008499	GARD:4856	MONDO:equivalentTo	Orphanet:2863	short stature-wormian bones-dextrocardia syndrome
MONDO:0008501	GARD:7706	MONDO:equivalentTo	Orphanet:3205	Sturge-Weber syndrome
MONDO:0008503	GARD:5598	MONDO:equivalentTo	Orphanet:3465	Worster-Drought syndrome
MONDO:0008504	GARD:743	MONDO:equivalentTo	Orphanet:3193	supravalvular aortic stenosis
MONDO:0008509	GARD:5074	MONDO:equivalentTo	Orphanet:3248	distal symphalangism
MONDO:0008510	GARD:5077	MONDO:equivalentTo	Orphanet:3246	symphalangism with multiple anomalies of hands and feet
MONDO:0008511	GARD:8182	MONDO:equivalentTo	Orphanet:3250	proximal symphalangism
MONDO:0008512	GARD:5081	MONDO:equivalentTo	Orphanet:93402	syndactyly type 1
MONDO:0008513	GARD:17358	MONDO:equivalentTo	Orphanet:295195	synpolydactyly type 1
MONDO:0008514	GARD:5088	MONDO:equivalentTo	Orphanet:93404	syndactyly type 3
MONDO:0008515	GARD:4434	MONDO:equivalentTo	Orphanet:93405	syndactyly type 4
MONDO:0008516	GARD:5089	MONDO:equivalentTo	Orphanet:93406	syndactyly type 5
MONDO:0008517	GARD:5090	MONDO:equivalentTo	Orphanet:3259	syndactyly-polydactyly-ear lobe syndrome
MONDO:0008518	GARD:9863	MONDO:equivalentTo	OMIM:186400	calcaneonavicular coalition
MONDO:0008519	GARD:15115	MONDO:equivalentTo	OMIM:186500	multiple synostoses syndrome 1
MONDO:0008520	GARD:966	MONDO:equivalentTo	Orphanet:1275	brachydactyly-elbow wrist dysplasia syndrome
MONDO:0008521	GARD:9225	MONDO:equivalentTo	Orphanet:1412	tarsal-carpal coalition syndrome
MONDO:0008523	GARD:304	MONDO:equivalentTo	Orphanet:90340	Blau syndrome
MONDO:0008534	GARD:21087	MONDO:equivalentTo	Orphanet:280774	generalized essential telangiectasia
MONDO:0008537	GARD:19505	MONDO:equivalentTo	Orphanet:98575	telecanthus
MONDO:0008538	GARD:9615	MONDO:equivalentTo	Orphanet:397	temporal arteritis
MONDO:0008540	GARD:2597	MONDO:equivalentTo	Orphanet:3294	extensor tendons of finger anomalies
MONDO:0008542	GARD:2245	MONDO:equivalentTo	Orphanet:3303	tetralogy of fallot
MONDO:0008544	GARD:3707	MONDO:equivalentTo	Orphanet:2564	tetramelic monodactyly
MONDO:0008546	GARD:9295	MONDO:equivalentTo	Orphanet:1860	thanatophoric dysplasia type 1
MONDO:0008547	GARD:1402	MONDO:equivalentTo	Orphanet:93274	thanatophoric dysplasia type 2
MONDO:0008551	GARD:15116	MONDO:equivalentTo	OMIM:187760	thoracolaryngopelvic dysplasia
MONDO:0008551	GARD:5184	MONDO:equivalentTo	Orphanet:3317	thoracolaryngopelvic dysplasia
MONDO:0008553	GARD:15117	MONDO:equivalentTo	OMIM:187900	platelet-type bleeding disorder 17
MONDO:0008555	GARD:5191	MONDO:equivalentTo	OMIM:188000	thrombocytopenia 2
MONDO:0008557	GARD:4224	MONDO:equivalentTo	Orphanet:851	Paris-Trousseau thrombocytopenia
MONDO:0008558	GARD:5194	MONDO:equivalentTo	Orphanet:3002	autoimmune thrombocytopenic purpura
MONDO:0008562	GARD:5199	MONDO:equivalentTo	Orphanet:2251	thumb deformity-alopecia-pigmentation anomaly syndrome
MONDO:0008563	GARD:4375	MONDO:equivalentTo	Orphanet:1078	thumb stiffness-brachydactyly-intellectual disability syndrome
MONDO:0008564	GARD:15118	MONDO:equivalentTo	OMIM:188400	DiGeorge syndrome
MONDO:0008565	GARD:5204	MONDO:equivalentTo	Orphanet:93953	familial thyroglossal duct cyst
MONDO:0008566	GARD:5206	MONDO:equivalentTo	OMIM:188470	thyroid cancer, nonmedullary, 2
MONDO:0008570	GARD:15119	MONDO:equivalentTo	OMIM:188580	thyrotoxic periodic paralysis, susceptibility to, 1
MONDO:0008571	GARD:15120	MONDO:equivalentTo	OMIM:188700	Blount disease, infantile
MONDO:0008572	GARD:8309	MONDO:equivalentTo	Orphanet:988	tibia, hypoplasia or aplasia of, with polydactyly
MONDO:0008582	GARD:5587	MONDO:equivalentTo	Orphanet:2228	tooth and nail syndrome
MONDO:0008585	GARD:8528	MONDO:equivalentTo	Orphanet:244242	HELLP syndrome
MONDO:0008586	GARD:6381	MONDO:equivalentTo	Orphanet:1199	esophageal atresia/tracheoesophageal fistula
MONDO:0008587	GARD:5235	MONDO:equivalentTo	Orphanet:3348	tracheobronchopathia osteochondroplastica
MONDO:0008588	GARD:9501	MONDO:equivalentTo	Orphanet:53372	hereditary geniospasm
MONDO:0008591	GARD:3948	MONDO:equivalentTo	Orphanet:3350	tremor-nystagmus-duodenal ulcer syndrome
MONDO:0008592	GARD:7799	MONDO:equivalentTo	Orphanet:3352	tricho-dento-osseous syndrome
MONDO:0008594	GARD:8479	MONDO:equivalentTo	Orphanet:538756	familial multiple discoid fibromas
MONDO:0008596	GARD:7800	MONDO:equivalentTo	OMIM:190350	trichorhinophalangeal syndrome type I
MONDO:0008597	GARD:7802	MONDO:equivalentTo	OMIM:190351	trichorhinophalangeal syndrome, type III
MONDO:0008598	GARD:5261	MONDO:equivalentTo	Orphanet:3361	trichodysplasia-xeroderma syndrome
MONDO:0008599	GARD:7805	MONDO:equivalentTo	Orphanet:221091	trigeminal neuralgia
MONDO:0008603	GARD:18558	MONDO:equivalentTo	OMIM:190440	trigonocephaly 1
MONDO:0008607	GARD:5290	MONDO:equivalentTo	Orphanet:2947	triphalangeal thumbs-brachyectrodactyly syndrome
MONDO:0008608	GARD:10247	MONDO:equivalentTo	Orphanet:870	Down syndrome
MONDO:0008610	GARD:16768	MONDO:equivalentTo	Orphanet:88629	blue color blindness
MONDO:0008611	GARD:2750	MONDO:equivalentTo	Orphanet:3383	humerus trochlea aplasia
MONDO:0008612	GARD:15121	MONDO:equivalentTo	OMIM:191100	tuberous sclerosis 1
MONDO:0008618	GARD:3555	MONDO:equivalentTo	Orphanet:2634	mesomelic dwarfism, Reinhardt-Pfeiffer type
MONDO:0008619	GARD:4740	MONDO:equivalentTo	Orphanet:1837	ulna metaphyseal dysplasia syndrome
MONDO:0008620	GARD:2408	MONDO:equivalentTo	Orphanet:2497	upper limb mesomelic dysplasia
MONDO:0008621	GARD:5404	MONDO:equivalentTo	Orphanet:1410	uncombable hair syndrome
MONDO:0008622	GARD:938	MONDO:equivalentTo	Orphanet:1264	tricho-retino-dento-digital syndrome
MONDO:0008624	GARD:5421	MONDO:equivalentTo	Orphanet:3408	Upington disease
MONDO:0008633	GARD:8472	MONDO:equivalentTo	Orphanet:575	Muckle-Wells syndrome
MONDO:0008636	GARD:1910	MONDO:equivalentTo	Orphanet:3411	double uterus-hemivagina-renal agenesis syndrome
MONDO:0008637	GARD:19687	MONDO:equivalentTo	Orphanet:99771	bifid uvula
MONDO:0008641	GARD:1217	MONDO:equivalentTo	Orphanet:247691	retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations
MONDO:0008642	GARD:5443	MONDO:equivalentTo	Orphanet:887	VACTERL/vater association
MONDO:0008644	GARD:15123	MONDO:equivalentTo	OMIM:192430	velocardiofacial syndrome
MONDO:0008645	GARD:5472	MONDO:equivalentTo	Orphanet:3201	ventricular extrasystoles with syncopal episodes-perodactyly-robin sequence syndrome
MONDO:0008650	GARD:2276	MONDO:equivalentTo	Orphanet:2064	posterior fusion of lumbosacral vertebrae-blepharoptosis syndrome
MONDO:0008652	GARD:5488	MONDO:equivalentTo	Orphanet:178382	congenital vertical talus
MONDO:0008653	GARD:18418	MONDO:equivalentTo	OMIM:193000	vesicoureteral reflux 1
MONDO:0008659	GARD:4522	MONDO:equivalentTo	Orphanet:2967	transcobalamin I deficiency
MONDO:0008660	GARD:16781	MONDO:equivalentTo	Orphanet:89937	autosomal dominant hypophosphatemic rickets
MONDO:0008662	GARD:5507	MONDO:equivalentTo	Orphanet:3086	autosomal dominant vitreoretinochoroidopathy
MONDO:0008663	GARD:9706	MONDO:equivalentTo	Orphanet:91496	snowflake vitreoretinal degeneration
MONDO:0008665	GARD:427	MONDO:equivalentTo	Orphanet:2997	ptosis-vocal cord paralysis syndrome
MONDO:0008667	GARD:7855	MONDO:equivalentTo	Orphanet:892	von Hippel-Lindau disease
MONDO:0008668	GARD:17019	MONDO:equivalentTo	Orphanet:166078	von Willebrand disease 1
MONDO:0008670	GARD:5519	MONDO:equivalentTo	Orphanet:894	Waardenburg syndrome type 1
MONDO:0008673	GARD:497	MONDO:equivalentTo	Orphanet:952	acrofacial dysostosis, Weyers type
MONDO:0008675	GARD:6466	MONDO:equivalentTo	Orphanet:2053	Freeman-Sheldon syndrome
MONDO:0008678	GARD:7891	MONDO:equivalentTo	Orphanet:904	Williams syndrome
MONDO:0008679	GARD:15124	MONDO:equivalentTo	OMIM:194070	Wilms tumor 1
MONDO:0008680	GARD:8559	MONDO:equivalentTo	OMIM:194071	Wilms tumor 2
MONDO:0008681	GARD:5528	MONDO:equivalentTo	Orphanet:893	WAGR syndrome
MONDO:0008682	GARD:5576	MONDO:equivalentTo	Orphanet:220	Denys-Drash syndrome
MONDO:0008683	GARD:15125	MONDO:equivalentTo	OMIM:194090	Wilms tumor 3
MONDO:0008684	GARD:7896	MONDO:equivalentTo	Orphanet:280	Wolf-Hirschhorn syndrome
MONDO:0008686	GARD:5597	MONDO:equivalentTo	Orphanet:170	isolated familial woolly hair disorder
MONDO:0008688	GARD:39	MONDO:equivalentTo	Orphanet:3466	WT limb-blood syndrome
MONDO:0008689	GARD:15126	MONDO:equivalentTo	OMIM:194380	dehydrated hereditary stomatocytosis with or without pseudohyperkalemia and/or perinatal edema
MONDO:0008692	GARD:15127	MONDO:equivalentTo	OMIM:200100	abetalipoproteinemia
MONDO:0008692	GARD:5	MONDO:equivalentTo	Orphanet:14	abetalipoproteinemia
MONDO:0008693	GARD:3	MONDO:equivalentTo	Orphanet:920	ablepharon macrostomia syndrome
MONDO:0008694	GARD:415	MONDO:equivalentTo	Orphanet:2985	pseudoprogeria syndrome
MONDO:0008695	GARD:3956	MONDO:equivalentTo	Orphanet:2388	chorea-acanthocytosis
MONDO:0008696	GARD:453	MONDO:equivalentTo	Orphanet:90301	acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome
MONDO:0008699	GARD:456	MONDO:equivalentTo	Orphanet:929	achalasia microcephaly syndrome
MONDO:0008700	GARD:376	MONDO:equivalentTo	Orphanet:931	acheiropody
MONDO:0008701	GARD:459	MONDO:equivalentTo	Orphanet:93299	achondrogenesis type IA
MONDO:0008702	GARD:8713	MONDO:equivalentTo	Orphanet:93296	achondrogenesis type II
MONDO:0008703	GARD:1300	MONDO:equivalentTo	Orphanet:2098	acromesomelic dysplasia 2A
MONDO:0008704	GARD:2988	MONDO:equivalentTo	Orphanet:935	short-limb skeletal dysplasia with severe combined immunodeficiency
MONDO:0008705	GARD:16636	MONDO:equivalentTo	Orphanet:35121	lysosomal acid phosphatase deficiency
MONDO:0008706	GARD:469	MONDO:equivalentTo	Orphanet:2561	Ackerman syndrome
MONDO:0008707	GARD:480	MONDO:equivalentTo	Orphanet:958	acro-renal-mandibular syndrome
MONDO:0008708	GARD:5721	MONDO:equivalentTo	Orphanet:36	acrocallosal syndrome
MONDO:0008709	GARD:2096	MONDO:equivalentTo	Orphanet:221054	acrocephalopolydactyly
MONDO:0008710	GARD:15128	MONDO:equivalentTo	OMIM:201000	RAB23-related Carpenter syndrome
MONDO:0008711	GARD:2549	MONDO:equivalentTo	Orphanet:65798	Goodman syndrome
MONDO:0008712	GARD:3075	MONDO:equivalentTo	Orphanet:949	acrocraniofacial dysostosis
MONDO:0008713	GARD:5723	MONDO:equivalentTo	Orphanet:37	acrodermatitis enteropathica
MONDO:0008714	GARD:496	MONDO:equivalentTo	Orphanet:1788	acrofacial dysostosis Rodriguez type
MONDO:0008715	GARD:484	MONDO:equivalentTo	Orphanet:1784	acrofrontofacionasal dysostosis
MONDO:0008716	GARD:6543	MONDO:equivalentTo	Orphanet:2500	acrogeria
MONDO:0008717	GARD:506	MONDO:equivalentTo	Orphanet:968	acromesomelic dysplasia 2C, Hunter-Thompson type
MONDO:0008718	GARD:9766	MONDO:equivalentTo	Orphanet:83467	Morvan syndrome
MONDO:0008719	GARD:15130	MONDO:equivalentTo	OMIM:201310	acrorenal syndrome, autosomal recessive
MONDO:0008720	GARD:5727	MONDO:equivalentTo	Orphanet:199296	congenital isolated adrenocorticotropic hormone deficiency
MONDO:0008721	GARD:540	MONDO:equivalentTo	Orphanet:42	medium chain acyl-CoA dehydrogenase deficiency
MONDO:0008722	GARD:4822	MONDO:equivalentTo	Orphanet:26792	short chain acyl-CoA dehydrogenase deficiency
MONDO:0008723	GARD:5508	MONDO:equivalentTo	Orphanet:26793	very long chain acyl-CoA dehydrogenase deficiency
MONDO:0008724	GARD:10277	MONDO:equivalentTo	Orphanet:2952	adducted thumbs-arthrogryposis syndrome, Christian type
MONDO:0008725	GARD:1465	MONDO:equivalentTo	Orphanet:90790	congenital lipoid adrenal hyperplasia due to STAR deficency
MONDO:0008726	GARD:16665	MONDO:equivalentTo	Orphanet:63269	Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis
MONDO:0008727	GARD:9152	MONDO:equivalentTo	Orphanet:90791	congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency
MONDO:0008728	GARD:12665	MONDO:equivalentTo	Orphanet:90794	classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency
MONDO:0008729	GARD:5658	MONDO:equivalentTo	Orphanet:90795	congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency
MONDO:0008730	GARD:1469	MONDO:equivalentTo	Orphanet:90793	congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency
MONDO:0008731	GARD:16839	MONDO:equivalentTo	Orphanet:95700	familial adrenal hypoplasia with absent pituitary luteinizing hormone
MONDO:0008732	GARD:15131	MONDO:equivalentTo	OMIM:202155	adrenal hypoplasia, cytomegalic type
MONDO:0008733	GARD:2498	MONDO:equivalentTo	Orphanet:361	familial glucocorticoid deficiency
MONDO:0008734	GARD:15132	MONDO:equivalentTo	OMIM:202300	adrenocortical carcinoma, hereditary
MONDO:0008735	GARD:15133	MONDO:equivalentTo	OMIM:202355	adrenocortical unresponsiveness to ACTH with postreceptor defect
MONDO:0008736	GARD:15134	MONDO:equivalentTo	OMIM:202370	peroxisome biogenesis disorder 2B
MONDO:0008737	GARD:5761	MONDO:equivalentTo	Orphanet:98880	congenital afibrinogenemia
MONDO:0008740	GARD:9126	MONDO:equivalentTo	Orphanet:990	agnathia-otocephaly complex
MONDO:0008741	GARD:3086	MONDO:equivalentTo	Orphanet:991	PAGOD syndrome
MONDO:0008742	GARD:9558	MONDO:equivalentTo	Orphanet:486	autosomal dominant severe congenital neutropenia
MONDO:0008743	GARD:5026	MONDO:equivalentTo	Orphanet:3199	Stimmler syndrome
MONDO:0008744	GARD:588	MONDO:equivalentTo	Orphanet:2007	alar cartilages hypoplasia-coloboma-telecanthus syndrome
MONDO:0008745	GARD:16721	MONDO:equivalentTo	Orphanet:79431	oculocutaneous albinism type 1A
MONDO:0008746	GARD:4038	MONDO:equivalentTo	Orphanet:79432	oculocutaneous albinism type 2
MONDO:0008747	GARD:4039	MONDO:equivalentTo	Orphanet:79433	oculocutaneous albinism type 3
MONDO:0008748	GARD:18331	MONDO:equivalentTo	OMIM:203300	Hermansky-Pudlak syndrome 1
MONDO:0008749	GARD:10682	MONDO:equivalentTo	Orphanet:94090	pseudohypoparathyroidism type 2
MONDO:0008750	GARD:3604	MONDO:equivalentTo	Orphanet:2513	microcephaly-albinism-digital anomalies syndrome
MONDO:0008752	GARD:5774	MONDO:equivalentTo	Orphanet:58	Alexander disease
MONDO:0008753	GARD:5775	MONDO:equivalentTo	Orphanet:56	alkaptonuria
MONDO:0008754	GARD:605	MONDO:equivalentTo	Orphanet:1005	alopecia - contractures - dwarfism - intellectual disability syndrome
MONDO:0008755	GARD:606	MONDO:equivalentTo	Orphanet:2574	Moynahan syndrome
MONDO:0008756	GARD:612	MONDO:equivalentTo	Orphanet:2850	alopecia - intellectual disability syndrome
MONDO:0008757	GARD:15135	MONDO:equivalentTo	OMIM:203655	alopecia universalis congenita
MONDO:0008757	GARD:614	MONDO:equivalentTo	Orphanet:701	alopecia universalis congenita
MONDO:0008758	GARD:5783	MONDO:equivalentTo	Orphanet:726	mitochondrial DNA depletion syndrome 4a
MONDO:0008759	GARD:617	MONDO:equivalentTo	Orphanet:31	oxoglutaricaciduria
MONDO:0008760	GARD:872	MONDO:equivalentTo	Orphanet:134	beta-ketothiolase deficiency
MONDO:0008762	GARD:625	MONDO:equivalentTo	Orphanet:88919	autosomal recessive Alport syndrome
MONDO:0008763	GARD:5787	MONDO:equivalentTo	Orphanet:64	Alstrom syndrome
MONDO:0008764	GARD:635	MONDO:equivalentTo	OMIM:204000	Leber congenital amaurosis 1
MONDO:0008765	GARD:636	MONDO:equivalentTo	OMIM:204100	Leber congenital amaurosis 2
MONDO:0008766	GARD:637	MONDO:equivalentTo	Orphanet:1021	amaurosis-hypertrichosis syndrome
MONDO:0008767	GARD:5897	MONDO:equivalentTo	Orphanet:228346	neuronal ceroid lipofuscinosis 3
MONDO:0008768	GARD:6845	MONDO:equivalentTo	Orphanet:228340	ceroid lipofuscinosis, neuronal, 6B (Kufs type)
MONDO:0008769	GARD:3045	MONDO:equivalentTo	Orphanet:228349	neuronal ceroid lipofuscinosis 2
MONDO:0008770	GARD:15136	MONDO:equivalentTo	OMIM:204650	amelogenesis imperfecta type 1C
MONDO:0008771	GARD:646	MONDO:equivalentTo	Orphanet:1031	amelogenesis imperfecta type 1G
MONDO:0008772	GARD:9495	MONDO:equivalentTo	OMIM:204700	amelogenesis imperfecta type 2A1
MONDO:0008774	GARD:16708	MONDO:equivalentTo	Orphanet:79154	2-aminoadipic 2-oxoadipic aciduria
MONDO:0008777	GARD:9647	MONDO:equivalentTo	Orphanet:98957	gelatinous drop-like corneal dystrophy
MONDO:0008780	GARD:15137	MONDO:equivalentTo	OMIM:205100	amyotrophic lateral sclerosis type 2, juvenile
MONDO:0008782	GARD:15138	MONDO:equivalentTo	OMIM:205250	amyotrophic lateral sclerosis with polyglucosan bodies
MONDO:0008783	GARD:7731	MONDO:equivalentTo	Orphanet:31150	Tangier disease
MONDO:0008785	GARD:18381	MONDO:equivalentTo	OMIM:205950	sideroblastic anemia 2
MONDO:0008787	GARD:12360	MONDO:equivalentTo	Orphanet:83642	microcytic anemia with liver iron overload
MONDO:0008788	GARD:10957	MONDO:equivalentTo	Orphanet:209981	IRIDA syndrome
MONDO:0008791	GARD:5808	MONDO:equivalentTo	Orphanet:1048	anencephaly 1
MONDO:0008792	GARD:17089	MONDO:equivalentTo	Orphanet:199279	familial angiolipomatosis
MONDO:0008795	GARD:13	MONDO:equivalentTo	Orphanet:1065	aniridia-cerebellar ataxia-intellectual disability syndrome
MONDO:0008796	GARD:690	MONDO:equivalentTo	Orphanet:1064	aniridia-renal agenesis-psychomotor retardation syndrome
MONDO:0008797	GARD:5818	MONDO:equivalentTo	Orphanet:99797	anodontia
MONDO:0008798	GARD:16837	MONDO:equivalentTo	Orphanet:94150	nonsyndromic congenital nail disorder 4
MONDO:0008799	GARD:1443	MONDO:equivalentTo	Orphanet:77298	anophthalmia/microphthalmia-esophageal atresia syndrome
MONDO:0008800	GARD:722	MONDO:equivalentTo	Orphanet:1106	microphthalmia with limb anomalies
MONDO:0008803	GARD:5826	MONDO:equivalentTo	Orphanet:83	Antley-Bixler syndrome
MONDO:0008806	GARD:3051	MONDO:equivalentTo	Orphanet:1112	Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome
MONDO:0008808	GARD:753	MONDO:equivalentTo	Orphanet:1116	aplasia cutis congenita-intestinal lymphangiectasia syndrome
MONDO:0008809	GARD:2589	MONDO:equivalentTo	Orphanet:2926	polyneuropathy-hand defect syndrome
MONDO:0008810	GARD:759	MONDO:equivalentTo	Orphanet:309020	familial apolipoprotein C-II deficiency
MONDO:0008811	GARD:424	MONDO:equivalentTo	Orphanet:3469	XK aprosencephaly
MONDO:0008812	GARD:8509	MONDO:equivalentTo	Orphanet:1133	AREDYLD syndrome
MONDO:0008813	GARD:17	MONDO:equivalentTo	Orphanet:2356	arachnoid cyst
MONDO:0008814	GARD:5840	MONDO:equivalentTo	Orphanet:90	hyperargininemia
MONDO:0008815	GARD:5843	MONDO:equivalentTo	Orphanet:23	argininosuccinic aciduria
MONDO:0008816	GARD:9232	MONDO:equivalentTo	Orphanet:1136	Chiari malformation type II
MONDO:0008818	GARD:774	MONDO:equivalentTo	Orphanet:3342	arterial tortuosity syndrome
MONDO:0008822	GARD:15139	MONDO:equivalentTo	OMIM:208085	arthrogryposis, renal dysfunction, and cholestasis 1
MONDO:0008823	GARD:790	MONDO:equivalentTo	Orphanet:1143	arthrogryposis multiplex congenita 2, neurogenic type
MONDO:0008825	GARD:792	MONDO:equivalentTo	Orphanet:1150	arthrogryposis multiplex congenita-whistling face syndrome
MONDO:0008826	GARD:3053	MONDO:equivalentTo	Orphanet:1485	arthrogryposis-hyperkeratosis syndrome, lethal form
MONDO:0008827	GARD:9184	MONDO:equivalentTo	Orphanet:1159	progressive pseudorheumatoid arthropathy of childhood
MONDO:0008828	GARD:306	MONDO:equivalentTo	Orphanet:2848	camptodactyly-arthropathy-coxa vara-pericarditis syndrome
MONDO:0008829	GARD:1359	MONDO:equivalentTo	Orphanet:1160	chylous ascites
MONDO:0008830	GARD:5854	MONDO:equivalentTo	Orphanet:93	aspartylglucosaminuria
MONDO:0008831	GARD:15140	MONDO:equivalentTo	OMIM:208500	asphyxiating thoracic dystrophy 1
MONDO:0008832	GARD:6795	MONDO:equivalentTo	Orphanet:97548	right atrial isomerism
MONDO:0008833	GARD:18431	MONDO:equivalentTo	OMIM:208540	renal-hepatic-pancreatic dysplasia 1
MONDO:0008838	GARD:4644	MONDO:equivalentTo	Orphanet:1188	ataxia - deafness - intellectual disability syndrome
MONDO:0008840	GARD:5862	MONDO:equivalentTo	Orphanet:100	ataxia telangiectasia
MONDO:0008841	GARD:15141	MONDO:equivalentTo	OMIM:208910	ataxia-telangiectasia with generalized skin pigmentation and early death
MONDO:0008842	GARD:9283	MONDO:equivalentTo	Orphanet:1168	ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia
MONDO:0008843	GARD:2279	MONDO:equivalentTo	Orphanet:1192	atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome
MONDO:0008846	GARD:9595	MONDO:equivalentTo	Orphanet:1195	atransferrinemia
MONDO:0008847	GARD:16762	MONDO:equivalentTo	Orphanet:86819	atrichia with papular lesions
MONDO:0008849	GARD:9744	MONDO:equivalentTo	Orphanet:79100	atrophoderma vermiculata
MONDO:0008850	GARD:16567	MONDO:equivalentTo	Orphanet:1488	Cooper-Jabs syndrome
MONDO:0008853	GARD:819	MONDO:equivalentTo	Orphanet:1231	Barber-Say syndrome
MONDO:0008854	GARD:820	MONDO:equivalentTo	OMIM:209900	Bardet-Biedl syndrome 1
MONDO:0008855	GARD:824	MONDO:equivalentTo	Orphanet:572	MHC class II deficiency
MONDO:0008857	GARD:846	MONDO:equivalentTo	Orphanet:1237	Beemer-Ertbruggen syndrome
MONDO:0008861	GARD:5665	MONDO:equivalentTo	OMIM:210200	3-methylcrotonyl-CoA carboxylase 1 deficiency
MONDO:0008862	GARD:9151	MONDO:equivalentTo	OMIM:210210	3-methylcrotonyl-CoA carboxylase 2 deficiency
MONDO:0008863	GARD:7653	MONDO:equivalentTo	Orphanet:2882	sitosterolemia
MONDO:0008864	GARD:882	MONDO:equivalentTo	Orphanet:141333	Biemond syndrome type 2
MONDO:0008865	GARD:10050	MONDO:equivalentTo	Orphanet:41751	Bietti crystalline corneoretinal dystrophy
MONDO:0008866	GARD:15142	MONDO:equivalentTo	OMIM:210400	bifid nose, autosomal recessive
MONDO:0008867	GARD:12010	MONDO:equivalentTo	Orphanet:30391	biliary atresia
MONDO:0008869	GARD:15143	MONDO:equivalentTo	OMIM:210600	Seckel syndrome 1
MONDO:0008870	GARD:895	MONDO:equivalentTo	Orphanet:2617	bird headed-dwarfism, Montreal type
MONDO:0008871	GARD:15144	MONDO:equivalentTo	OMIM:210710	microcephalic osteodysplastic primordial dwarfism type I
MONDO:0008872	GARD:9844	MONDO:equivalentTo	Orphanet:2637	microcephalic osteodysplastic primordial dwarfism type II
MONDO:0008873	GARD:15145	MONDO:equivalentTo	OMIM:210730	microcephalic osteodysplastic primordial dwarfism, type 3
MONDO:0008874	GARD:812	MONDO:equivalentTo	Orphanet:1227	Bangstad syndrome
MONDO:0008875	GARD:905	MONDO:equivalentTo	Orphanet:2057	blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome
MONDO:0008876	GARD:915	MONDO:equivalentTo	Orphanet:125	Bloom syndrome
MONDO:0008877	GARD:5939	MONDO:equivalentTo	Orphanet:94086	blue diaper syndrome
MONDO:0008878	GARD:922	MONDO:equivalentTo	Orphanet:1842	bone dysplasia, lethal Holmgren type
MONDO:0008879	GARD:5950	MONDO:equivalentTo	Orphanet:1270	Bowen-Conradi syndrome
MONDO:0008881	GARD:10149	MONDO:equivalentTo	Orphanet:1801	kyphomelic dysplasia
MONDO:0008882	GARD:953	MONDO:equivalentTo	Orphanet:2292	congenital bowing of long bones
MONDO:0008884	GARD:992	MONDO:equivalentTo	Orphanet:2713	oculoosteocutaneous syndrome
MONDO:0008885	GARD:955	MONDO:equivalentTo	Orphanet:1299	Elsahy-Waters syndrome
MONDO:0008887	GARD:18054	MONDO:equivalentTo	OMIM:211400	bronchiectasis with or without elevated sweat chloride 1
MONDO:0008888	GARD:21731	MONDO:equivalentTo	Orphanet:411501	Williams-Campbell syndrome
MONDO:0008889	GARD:5969	MONDO:equivalentTo	Orphanet:36258	thromboangiitis obliterans
MONDO:0008891	GARD:9993	MONDO:equivalentTo	Orphanet:97229	riboflavin transporter deficiency
MONDO:0008892	GARD:9802	MONDO:equivalentTo	Orphanet:79306	progressive familial intrahepatic cholestasis type 1
MONDO:0008893	GARD:5978	MONDO:equivalentTo	Orphanet:1308	C syndrome
MONDO:0008894	GARD:1052	MONDO:equivalentTo	Orphanet:1375	cataract-hypertrichosis-intellectual disability syndrome
