# creator_id: 0000-0002-2906-7319
# curie_map:
#   GARD: http://purl.obolibrary.org/obo/GARD_
#   Orphanet: http://www.orpha.net/ORDO/Orphanet_
#   OMIM: https://omim.org/entry/
#   OMIMPS: https://omim.org/phenotypicSeries/PS
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
# license: http://w3id.org/sssom/license/unspecified
subject_id	subject_label	predicate_id	object_id	object_label	subject_category	object_category	object_source	mapping_justification
GARD:6906	Light chain deposition disease	skos:exactMatch	Orphanet:93558	Light chain deposition disease	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:6907	Limb-girdle muscular dystrophy	skos:exactMatch	Orphanet:263	Limb-girdle muscular dystrophy	Clinical group	Clinical group	Orphanet	semapv:ManualMappingCuration
GARD:6913	Liposarcoma	skos:exactMatch	Orphanet:69078	Liposarcoma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6913	Liposarcoma	skos:narrowMatch	OMIM:613488	Liposarcoma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6914	Lissencephaly type 1 due to doublecortin gene mutation	skos:exactMatch	Orphanet:2148	Lissencephaly type 1 due to doublecortin gene mutation	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6914	Lissencephaly type 1 due to doublecortin gene mutation	skos:narrowMatch	OMIM:300067	Lissencephaly type 1 due to doublecortin gene mutation	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6915	Listeriosis	skos:exactMatch	Orphanet:533	Listeriosis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6919	Locked-in syndrome	skos:exactMatch	Orphanet:2406	Locked-in syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6940	Jessner lymphocytic infiltration of the skin	skos:exactMatch	Orphanet:33314	Jessner lymphocytic infiltration of the skin	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6943	Lymphomatoid granulomatosis	skos:exactMatch	Orphanet:86869	Lymphomatoid granulomatosis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6944	Lymphomatoid papulosis	skos:exactMatch	Orphanet:98842	Lymphomatoid papulosis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6950	Megalencephaly-capillary malformation-polymicrogyria syndrome	skos:exactMatch	Orphanet:60040	Megalencephaly-capillary malformation-polymicrogyria syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:6950	Megalencephaly-capillary malformation-polymicrogyria syndrome	skos:narrowMatch	OMIM:602501	Megalencephaly-capillary malformation-polymicrogyria syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:6951	Macrodactyly of toes	skos:exactMatch	Orphanet:295047	Macrodactyly of toes	Morphological anomaly	Morphological anomaly	Orphanet	semapv:ManualMappingCuration
GARD:6953	Macular corneal dystrophy	skos:exactMatch	Orphanet:98969	Macular corneal dystrophy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6953	Macular corneal dystrophy	skos:narrowMatch	OMIM:217800	Macular corneal dystrophy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6956	Sporadic Creutzfeldt-Jakob disease	skos:exactMatch	Orphanet:204	Sporadic Creutzfeldt-Jakob disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6956	Sporadic Creutzfeldt-Jakob disease	skos:narrowMatch	OMIM:123400	Sporadic Creutzfeldt-Jakob disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6957	Multiple symmetric lipomatosis	skos:exactMatch	Orphanet:2398	Multiple symmetric lipomatosis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6957	Multiple symmetric lipomatosis	skos:narrowMatch	OMIM:151800	Multiple symmetric lipomatosis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6958	Maffucci syndrome	skos:exactMatch	Orphanet:163634	Maffucci syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6958	Maffucci syndrome	skos:narrowMatch	OMIM:614569	Maffucci syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6959	Mal de débarquement	skos:exactMatch	Orphanet:210272	Mal de débarquement	Clinical syndrome	Clinical syndrome	Orphanet	semapv:ManualMappingCuration
GARD:6960	Malakoplakia	skos:exactMatch	Orphanet:556	Malakoplakia	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6961	Malaria	skos:exactMatch	Orphanet:673	Malaria	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6961	Malaria	skos:narrowMatch	OMIM:611162	Malaria	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6963	Undifferentiated pleomorphic sarcoma	skos:exactMatch	Orphanet:2023	Undifferentiated pleomorphic sarcoma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6964	Malignant hyperthermia of anesthesia	skos:exactMatch	Orphanet:423	Malignant hyperthermia of anesthesia	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6964	Malignant hyperthermia of anesthesia	skos:narrowMatch	OMIM:601888	Malignant hyperthermia of anesthesia	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6964	Malignant hyperthermia of anesthesia	skos:narrowMatch	OMIM:154275	Malignant hyperthermia of anesthesia	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6964	Malignant hyperthermia of anesthesia	skos:narrowMatch	OMIM:154276	Malignant hyperthermia of anesthesia	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6964	Malignant hyperthermia of anesthesia	skos:narrowMatch	OMIM:600467	Malignant hyperthermia of anesthesia	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6964	Malignant hyperthermia of anesthesia	skos:narrowMatch	OMIM:145600	Malignant hyperthermia of anesthesia	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6964	Malignant hyperthermia of anesthesia	skos:narrowMatch	OMIM:601887	Malignant hyperthermia of anesthesia	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6968	Alpha-mannosidosis	skos:exactMatch	Orphanet:61	Alpha-mannosidosis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6968	Alpha-mannosidosis	skos:narrowMatch	OMIM:248500	Alpha-mannosidosis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6969	Mantle cell lymphoma	skos:exactMatch	Orphanet:52416	Mantle cell lymphoma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6971	Marchiafava-Bignami disease	skos:exactMatch	Orphanet:221074	Marchiafava-Bignami disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6972	Marcus-Gunn syndrome	skos:exactMatch	Orphanet:91412	Marcus-Gunn syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6972	Marcus-Gunn syndrome	skos:narrowMatch	OMIM:154600	Marcus-Gunn syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6973	Marden-Walker syndrome	skos:exactMatch	Orphanet:2461	Marden-Walker syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:6973	Marden-Walker syndrome	skos:narrowMatch	OMIM:248700	Marden-Walker syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:6975	Marfan syndrome type 1	skos:exactMatch	Orphanet:284963	Marfan syndrome type 1	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:6975	Marfan syndrome type 1	skos:narrowMatch	OMIM:154700	Marfan syndrome type 1	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:6984	Marshall syndrome	skos:exactMatch	Orphanet:560	Marshall syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:6984	Marshall syndrome	skos:narrowMatch	OMIM:154780	Marshall syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:6985	Marshall-Smith syndrome	skos:exactMatch	Orphanet:561	Marshall-Smith syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:6985	Marshall-Smith syndrome	skos:narrowMatch	OMIM:602535	Marshall-Smith syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:6986	MASA syndrome	skos:exactMatch	Orphanet:2466	MASA syndrome	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:6986	MASA syndrome	skos:narrowMatch	OMIM:303350	MASA syndrome	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:6987	Mastocytosis	skos:exactMatch	Orphanet:98292	Mastocytosis	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:6987	Mastocytosis	skos:narrowMatch	OMIM:154800	Mastocytosis	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:6992	Maxillonasal dysplasia	skos:exactMatch	Orphanet:1248	Maxillonasal dysplasia	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:6992	Maxillonasal dysplasia	skos:narrowMatch	OMIM:155050	Maxillonasal dysplasia	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:6995	McCune-Albright syndrome	skos:exactMatch	Orphanet:562	McCune-Albright syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6995	McCune-Albright syndrome	skos:narrowMatch	OMIM:174800	McCune-Albright syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6996	Cartilage-hair hypoplasia	skos:exactMatch	Orphanet:175	Cartilage-hair hypoplasia	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6996	Cartilage-hair hypoplasia	skos:narrowMatch	OMIM:250250	Cartilage-hair hypoplasia	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:6996	Cartilage-hair hypoplasia	skos:narrowMatch	OMIM:250460	Cartilage-hair hypoplasia	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7002	MUC1-related autosomal dominant tubulointerstitial kidney disease	skos:exactMatch	Orphanet:88949	MUC1-related autosomal dominant tubulointerstitial kidney disease	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:7002	MUC1-related autosomal dominant tubulointerstitial kidney disease	skos:narrowMatch	OMIM:174000	MUC1-related autosomal dominant tubulointerstitial kidney disease	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:7004	Medullary thyroid carcinoma	skos:exactMatch	Orphanet:1332	Medullary thyroid carcinoma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7005	Medulloblastoma	skos:exactMatch	Orphanet:616	Medulloblastoma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7005	Medulloblastoma	skos:narrowMatch	OMIM:155255	Medulloblastoma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7006	Imerslund-Gräsbeck syndrome	skos:exactMatch	Orphanet:35858	Imerslund-Gräsbeck syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7006	Imerslund-Gräsbeck syndrome	skos:narrowMatch	OMIM:618882	Imerslund-Gräsbeck syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7006	Imerslund-Gräsbeck syndrome	skos:narrowMatch	OMIM:261100	Imerslund-Gräsbeck syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7008	Blepharospasm-oromandibular dystonia syndrome	skos:exactMatch	Orphanet:93964	Blepharospasm-oromandibular dystonia syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7009	MELAS	skos:exactMatch	Orphanet:550	MELAS	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7009	MELAS	skos:narrowMatch	OMIM:540000	MELAS	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7010	Melkersson-Rosenthal syndrome	skos:exactMatch	Orphanet:2483	Melkersson-Rosenthal syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:7010	Melkersson-Rosenthal syndrome	skos:narrowMatch	OMIM:155900	Melkersson-Rosenthal syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:7011	Melnick-Needles syndrome	skos:exactMatch	Orphanet:2484	Melnick-Needles syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:7011	Melnick-Needles syndrome	skos:narrowMatch	OMIM:309350	Melnick-Needles syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:7015	Meningioma	skos:exactMatch	Orphanet:2495	Meningioma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7015	Meningioma	skos:narrowMatch	OMIM:606190	Meningioma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7021	Mercury poisoning	skos:exactMatch	Orphanet:330021	Mercury poisoning	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7026	Pleural mesothelioma	skos:exactMatch	Orphanet:50251	Pleural mesothelioma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7026	Pleural mesothelioma	skos:narrowMatch	OMIM:156240	Pleural mesothelioma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7029	Metaphyseal chondrodysplasia, Schmid type	skos:exactMatch	Orphanet:174	Metaphyseal chondrodysplasia, Schmid type	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7029	Metaphyseal chondrodysplasia, Schmid type	skos:narrowMatch	OMIM:156500	Metaphyseal chondrodysplasia, Schmid type	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7035	Multiple osteochondromas	skos:exactMatch	Orphanet:321	Multiple osteochondromas	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7035	Multiple osteochondromas	skos:narrowMatch	OMIM:133700	Multiple osteochondromas	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7035	Multiple osteochondromas	skos:narrowMatch	OMIM:600209	Multiple osteochondromas	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7035	Multiple osteochondromas	skos:narrowMatch	OMIM:133701	Multiple osteochondromas	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7039	Microvillus inclusion disease	skos:exactMatch	Orphanet:2290	Microvillus inclusion disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7039	Microvillus inclusion disease	skos:narrowMatch	OMIM:251850	Microvillus inclusion disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7041	Extranodal nasal NK/T cell lymphoma	skos:exactMatch	Orphanet:86879	Extranodal nasal NK/T cell lymphoma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7043	IgG4-related dacryoadenitis and sialadenitis	skos:exactMatch	Orphanet:79078	IgG4-related dacryoadenitis and sialadenitis	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:7051	Mixed connective tissue disease	skos:exactMatch	Orphanet:809	Mixed connective tissue disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7058	Localized scleroderma	skos:exactMatch	Orphanet:90289	Localized scleroderma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7064	Moyamoya disease	skos:exactMatch	Orphanet:2573	Moyamoya disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7064	Moyamoya disease	skos:narrowMatch	OMIM:607151	Moyamoya disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7064	Moyamoya disease	skos:narrowMatch	OMIM:608796	Moyamoya disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7064	Moyamoya disease	skos:narrowMatch	OMIM:614042	Moyamoya disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7064	Moyamoya disease	skos:narrowMatch	OMIM:252350	Moyamoya disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7065	Mucopolysaccharidosis	skos:exactMatch	Orphanet:79213	Mucopolysaccharidosis	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:7071	Sanfilippo syndrome type A	skos:exactMatch	Orphanet:79269	Sanfilippo syndrome type A	Etiological subtype	Etiological subtype	Orphanet	semapv:ManualMappingCuration
GARD:7071	Sanfilippo syndrome type A	skos:narrowMatch	OMIM:252900	Sanfilippo syndrome type A	Etiological subtype	Etiological subtype	Orphanet	semapv:ManualMappingCuration
GARD:7072	Sanfilippo syndrome type B	skos:exactMatch	Orphanet:79270	Sanfilippo syndrome type B	Etiological subtype	Etiological subtype	Orphanet	semapv:ManualMappingCuration
GARD:7072	Sanfilippo syndrome type B	skos:narrowMatch	OMIM:252920	Sanfilippo syndrome type B	Etiological subtype	Etiological subtype	Orphanet	semapv:ManualMappingCuration
GARD:7073	Sanfilippo syndrome type C	skos:exactMatch	Orphanet:79271	Sanfilippo syndrome type C	Etiological subtype	Etiological subtype	Orphanet	semapv:ManualMappingCuration
GARD:7073	Sanfilippo syndrome type C	skos:narrowMatch	OMIM:252930	Sanfilippo syndrome type C	Etiological subtype	Etiological subtype	Orphanet	semapv:ManualMappingCuration
GARD:7074	Sanfilippo syndrome type D	skos:exactMatch	Orphanet:79272	Sanfilippo syndrome type D	Etiological subtype	Etiological subtype	Orphanet	semapv:ManualMappingCuration
GARD:7074	Sanfilippo syndrome type D	skos:narrowMatch	OMIM:252940	Sanfilippo syndrome type D	Etiological subtype	Etiological subtype	Orphanet	semapv:ManualMappingCuration
GARD:7079	Multiple system atrophy	skos:exactMatch	Orphanet:102	Multiple system atrophy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7079	Multiple system atrophy	skos:narrowMatch	OMIM:146500	Multiple system atrophy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7095	Mucopolysaccharidosis type 6	skos:exactMatch	Orphanet:583	Mucopolysaccharidosis type 6	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7095	Mucopolysaccharidosis type 6	skos:narrowMatch	OMIM:253200	Mucopolysaccharidosis type 6	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7096	Mucopolysaccharidosis type 7	skos:exactMatch	Orphanet:584	Mucopolysaccharidosis type 7	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7096	Mucopolysaccharidosis type 7	skos:narrowMatch	OMIM:253220	Mucopolysaccharidosis type 7	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7097	Muenke syndrome	skos:exactMatch	Orphanet:53271	Muenke syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:7097	Muenke syndrome	skos:narrowMatch	OMIM:602849	Muenke syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:7100	Müllerian aplasia	skos:exactMatch	Orphanet:73217	Müllerian aplasia	Clinical group	Clinical group	Orphanet	semapv:ManualMappingCuration
GARD:7103	Multicentric reticulohistiocytosis	skos:exactMatch	Orphanet:139436	Multicentric reticulohistiocytosis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7108	Multiple myeloma	skos:exactMatch	Orphanet:29073	Multiple myeloma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7108	Multiple myeloma	skos:narrowMatch	OMIM:254500	Multiple myeloma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7111	Autosomal recessive multiple pterygium syndrome	skos:exactMatch	Orphanet:2990	Autosomal recessive multiple pterygium syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:7111	Autosomal recessive multiple pterygium syndrome	skos:narrowMatch	OMIM:618469	Autosomal recessive multiple pterygium syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:7111	Autosomal recessive multiple pterygium syndrome	skos:narrowMatch	OMIM:265000	Autosomal recessive multiple pterygium syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:7122	Myasthenia gravis	skos:exactMatch	Orphanet:589	Myasthenia gravis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7122	Myasthenia gravis	skos:narrowMatch	OMIM:607085	Myasthenia gravis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7122	Myasthenia gravis	skos:narrowMatch	OMIM:159400	Myasthenia gravis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7122	Myasthenia gravis	skos:narrowMatch	OMIM:254200	Myasthenia gravis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7132	Myelodysplastic syndrome	skos:exactMatch	Orphanet:52688	Myelodysplastic syndrome	Clinical group	Clinical group	Orphanet	semapv:ManualMappingCuration
GARD:7132	Myelodysplastic syndrome	skos:narrowMatch	OMIM:614286	Myelodysplastic syndrome	Clinical group	Clinical group	Orphanet	semapv:ManualMappingCuration
GARD:7139	Myoclonus-dystonia syndrome	skos:exactMatch	Orphanet:36899	Myoclonus-dystonia syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7139	Myoclonus-dystonia syndrome	skos:narrowMatch	OMIM:616398	Myoclonus-dystonia syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7139	Myoclonus-dystonia syndrome	skos:narrowMatch	OMIM:159900	Myoclonus-dystonia syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7140	Progressive myoclonic epilepsy	skos:exactMatch	Orphanet:98261	Progressive myoclonic epilepsy	Clinical group	Clinical group	Orphanet	semapv:ManualMappingCuration
GARD:7144	MERRF	skos:exactMatch	Orphanet:551	MERRF	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7144	MERRF	skos:narrowMatch	OMIM:545000	MERRF	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7146	Inflammatory myofibroblastic tumor	skos:exactMatch	Orphanet:178342	Inflammatory myofibroblastic tumor	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7148	Hyaline body myopathy	skos:exactMatch	Orphanet:53698	Hyaline body myopathy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7148	Hyaline body myopathy	skos:narrowMatch	OMIM:255160	Hyaline body myopathy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7148	Hyaline body myopathy	skos:narrowMatch	OMIM:608358	Hyaline body myopathy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7157	Myxoid/round cell liposarcoma	skos:exactMatch	Orphanet:99967	Myxoid/round cell liposarcoma	Histopathological subtype	Histopathological subtype	Orphanet	semapv:ManualMappingCuration
GARD:7157	Myxoid/round cell liposarcoma	skos:narrowMatch	OMIM:613488	Myxoid/round cell liposarcoma	Histopathological subtype	Histopathological subtype	Orphanet	semapv:ManualMappingCuration
GARD:7158	Hyperammonemia due to N-acetylglutamate synthase deficiency	skos:exactMatch	Orphanet:927	Hyperammonemia due to N-acetylglutamate synthase deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7158	Hyperammonemia due to N-acetylglutamate synthase deficiency	skos:narrowMatch	OMIM:237310	Hyperammonemia due to N-acetylglutamate synthase deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7160	Nail-patella syndrome	skos:exactMatch	Orphanet:2614	Nail-patella syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:7160	Nail-patella syndrome	skos:narrowMatch	OMIM:161200	Nail-patella syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:7161	Nance-Horan syndrome	skos:exactMatch	Orphanet:627	Nance-Horan syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:7161	Nance-Horan syndrome	skos:narrowMatch	OMIM:302350	Nance-Horan syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:7162	Narcolepsy type 1	skos:exactMatch	Orphanet:2073	Narcolepsy type 1	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7162	Narcolepsy type 1	skos:narrowMatch	OMIM:612417	Narcolepsy type 1	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7162	Narcolepsy type 1	skos:narrowMatch	OMIM:161400	Narcolepsy type 1	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7162	Narcolepsy type 1	skos:narrowMatch	OMIM:609039	Narcolepsy type 1	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7162	Narcolepsy type 1	skos:narrowMatch	OMIM:605841	Narcolepsy type 1	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7162	Narcolepsy type 1	skos:narrowMatch	OMIM:612851	Narcolepsy type 1	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7162	Narcolepsy type 1	skos:narrowMatch	OMIM:614223	Narcolepsy type 1	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7162	Narcolepsy type 1	skos:narrowMatch	OMIM:614250	Narcolepsy type 1	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7163	Nasopharyngeal carcinoma	skos:exactMatch	Orphanet:150	Nasopharyngeal carcinoma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7163	Nasopharyngeal carcinoma	skos:narrowMatch	OMIM:607107	Nasopharyngeal carcinoma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7163	Nasopharyngeal carcinoma	skos:narrowMatch	OMIM:617075	Nasopharyngeal carcinoma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7163	Nasopharyngeal carcinoma	skos:narrowMatch	OMIM:161550	Nasopharyngeal carcinoma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7166	Gorlin syndrome	skos:exactMatch	Orphanet:377	Gorlin syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:7166	Gorlin syndrome	skos:narrowMatch	OMIM:109400	Gorlin syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:7170	Nelson syndrome	skos:exactMatch	Orphanet:199244	Nelson syndrome	Clinical syndrome	Clinical syndrome	Orphanet	semapv:ManualMappingCuration
GARD:7171	Childhood-onset nemaline myopathy	skos:exactMatch	Orphanet:171439	Childhood-onset nemaline myopathy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7171	Childhood-onset nemaline myopathy	skos:narrowMatch	OMIM:615731	Childhood-onset nemaline myopathy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7171	Childhood-onset nemaline myopathy	skos:narrowMatch	OMIM:609284	Childhood-onset nemaline myopathy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7171	Childhood-onset nemaline myopathy	skos:narrowMatch	OMIM:609285	Childhood-onset nemaline myopathy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7171	Childhood-onset nemaline myopathy	skos:narrowMatch	OMIM:161800	Childhood-onset nemaline myopathy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7171	Childhood-onset nemaline myopathy	skos:narrowMatch	OMIM:617336	Childhood-onset nemaline myopathy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:7171	Childhood-onset nemaline myopathy	skos:narrowMatch	OMIM:256030	Childhood-onset nemaline myopathy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
