# creator_id: 0000-0002-2906-7319
# curie_map:
#   GARD: http://purl.obolibrary.org/obo/GARD_
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
# license: http://w3id.org/sssom/license/unspecified
subject_id	predicate_id	object_id	object_label	mapping_justification
GARD:12811	skos:exactMatch	MONDO:0013452	multisystemic smooth muscle dysfunction syndrome	semapv:ManualMappingCuration
GARD:12814	skos:exactMatch	MONDO:0014263	8q24.3 microdeletion syndrome	semapv:ManualMappingCuration
GARD:12815	skos:exactMatch	MONDO:0014034	severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome	semapv:ManualMappingCuration
GARD:12816	skos:exactMatch	MONDO:0016458	8q12 microduplication syndrome	semapv:ManualMappingCuration
GARD:12819	skos:exactMatch	MONDO:0013626	psoriasis 14, pustular	semapv:ManualMappingCuration
GARD:12820	skos:exactMatch	MONDO:0015597	pustulosis palmaris et plantaris	semapv:ManualMappingCuration
GARD:12821	skos:exactMatch	MONDO:0015735	severe congenital nemaline myopathy	semapv:ManualMappingCuration
GARD:12822	skos:exactMatch	MONDO:0015737	typical nemaline myopathy	semapv:ManualMappingCuration
GARD:12823	skos:exactMatch	MONDO:0015736	intermediate nemaline myopathy	semapv:ManualMappingCuration
GARD:12824	skos:exactMatch	MONDO:0015739	adult-onset nemaline myopathy	semapv:ManualMappingCuration
GARD:12825	skos:exactMatch	MONDO:0035383	FOXG1 syndrome	semapv:ManualMappingCuration
GARD:12827	skos:exactMatch	MONDO:0007670	hypotrichosis-lymphedema-telangiectasia syndrome (grouping)	semapv:ManualMappingCuration
GARD:12829	skos:exactMatch	MONDO:0018469	pulmonary non-tuberculous mycobacterial infection	semapv:ManualMappingCuration
GARD:12832	skos:exactMatch	MONDO:0013262	dilated cardiomyopathy 1S	semapv:ManualMappingCuration
GARD:12835	skos:exactMatch	MONDO:0019203	acute interstitial pneumonia	semapv:ManualMappingCuration
GARD:12843	skos:exactMatch	MONDO:0006183	disseminated peritoneal leiomyomatosis	semapv:ManualMappingCuration
GARD:12844	skos:exactMatch	MONDO:0009082	high myopia-sensorineural deafness syndrome	semapv:ManualMappingCuration
GARD:12845	skos:exactMatch	MONDO:0014609	cognitive impairment - coarse facies - heart defects - obesity - pulmonary involvement - short stature - skeletal dysplasia syndrome	semapv:ManualMappingCuration
GARD:12851	skos:exactMatch	MONDO:0013509	intellectual disability, autosomal dominant 6	semapv:ManualMappingCuration
GARD:12854	skos:exactMatch	MONDO:0008179	paroxysmal extreme pain disorder	semapv:ManualMappingCuration
GARD:12860	skos:exactMatch	MONDO:0018996	spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 2	semapv:ManualMappingCuration
GARD:12861	skos:exactMatch	MONDO:0013867	brown-Vialetto-van Laere syndrome 2	semapv:ManualMappingCuration
GARD:12862	skos:exactMatch	MONDO:0010033	generalized peeling skin syndrome	semapv:ManualMappingCuration
GARD:12863	skos:exactMatch	MONDO:0012345	acral peeling skin syndrome	semapv:ManualMappingCuration
GARD:12864	skos:exactMatch	MONDO:0013533	hyperlipidemia due to hepatic triglyceride lipase deficiency	semapv:ManualMappingCuration
GARD:12867	skos:exactMatch	MONDO:0009050	Cushing disease due to pituitary adenoma	semapv:ManualMappingCuration
GARD:12868	skos:exactMatch	MONDO:0016205	IRVAN syndrome	semapv:ManualMappingCuration
GARD:12874	skos:exactMatch	MONDO:0013459	osteogenesis imperfecta type 10	semapv:ManualMappingCuration
GARD:12875	skos:exactMatch	MONDO:0012592	osteogenesis imperfecta type 11	semapv:ManualMappingCuration
GARD:1288	skos:exactMatch	MONDO:0011156	progressive familial intrahepatic cholestasis type 2	semapv:ManualMappingCuration
GARD:12889	skos:exactMatch	MONDO:0011184	childhood apraxia of speech	semapv:ManualMappingCuration
GARD:1289	skos:exactMatch	MONDO:0011214	progressive familial intrahepatic cholestasis type 3	semapv:ManualMappingCuration
GARD:12892	skos:exactMatch	MONDO:0014162	infantile hypertrophic cardiomyopathy due to MRPL44 deficiency	semapv:ManualMappingCuration
GARD:12893	skos:exactMatch	MONDO:0013971	leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome	semapv:ManualMappingCuration
GARD:12894	skos:exactMatch	MONDO:0018661	Zika virus infectious disease	semapv:ManualMappingCuration
GARD:12900	skos:exactMatch	MONDO:0012812	developmental and epileptic encephalopathy, 4	semapv:ManualMappingCuration
GARD:12901	skos:exactMatch	MONDO:0014392	developmental and epileptic encephalopathy, 25	semapv:ManualMappingCuration
GARD:12903	skos:exactMatch	MONDO:0014320	Bosch-Boonstra-Schaaf optic atrophy syndrome	semapv:ManualMappingCuration
GARD:12913	skos:exactMatch	MONDO:0012611	polyhydramnios, megalencephaly, and symptomatic epilepsy	semapv:ManualMappingCuration
GARD:12915	skos:exactMatch	MONDO:0700042	X-linked mendelian susceptibility to mycobacterial diseases due to IKBKG deficiency	semapv:ManualMappingCuration
GARD:12916	skos:exactMatch	MONDO:0019107	Rh deficiency syndrome	semapv:ManualMappingCuration
GARD:12919	skos:exactMatch	MONDO:0017385	malignant migrating partial seizures of infancy	semapv:ManualMappingCuration
GARD:1292	skos:exactMatch	MONDO:0007319	chondrocalcinosis 2	semapv:ManualMappingCuration
GARD:12921	skos:exactMatch	MONDO:0019309	late-onset junctional epidermolysis bullosa	semapv:ManualMappingCuration
GARD:12922	skos:exactMatch	MONDO:0019307	generalized junctional epidermolysis bullosa non-Herlitz type	semapv:ManualMappingCuration
GARD:12923	skos:exactMatch	MONDO:0016673	localized junctional epidermolysis bullosa, non-Herlitz type	semapv:ManualMappingCuration
GARD:12924	skos:exactMatch	MONDO:0005081	preeclampsia	semapv:ManualMappingCuration
GARD:12925	skos:exactMatch	MONDO:0007909	familial multiple lipomatosis	semapv:ManualMappingCuration
GARD:12927	skos:exactMatch	MONDO:0043373	sudden sensorineural hearing loss	semapv:ManualMappingCuration
GARD:12928	skos:exactMatch	MONDO:0021636	astrocytic tumor	semapv:ManualMappingCuration
GARD:12931	skos:exactMatch	MONDO:0014379	ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder	semapv:ManualMappingCuration
GARD:12943	skos:exactMatch	MONDO:0010619	X-linked dominant hypophosphatemic rickets	semapv:ManualMappingCuration
GARD:12949	skos:exactMatch	MONDO:0013277	developmental and epileptic encephalopathy, 5	semapv:ManualMappingCuration
GARD:12958	skos:exactMatch	MONDO:0013343	C1Q deficiency	semapv:ManualMappingCuration
GARD:12959	skos:exactMatch	MONDO:0015914	primary orthostatic hypotension	semapv:ManualMappingCuration
GARD:1296	skos:exactMatch	MONDO:0010555	X-linked chondrodysplasia punctata 1	semapv:ManualMappingCuration
GARD:12963	skos:exactMatch	MONDO:0013875	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	semapv:ManualMappingCuration
GARD:12964	skos:exactMatch	MONDO:0012435	3-methylglutaconic aciduria type 5	semapv:ManualMappingCuration
GARD:12966	skos:exactMatch	MONDO:0017359	3-methylglutaconic aciduria	semapv:ManualMappingCuration
GARD:12976	skos:exactMatch	MONDO:0013954	Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency	semapv:ManualMappingCuration
GARD:12977	skos:exactMatch	MONDO:0019146	inherited susceptibility to mycobacterial diseases	semapv:ManualMappingCuration
GARD:12978	skos:exactMatch	MONDO:0014300	proximal myopathy with extrapyramidal signs	semapv:ManualMappingCuration
GARD:12980	skos:exactMatch	MONDO:0033954	monoclonal mast cell activation syndrome	semapv:ManualMappingCuration
GARD:12983	skos:exactMatch	MONDO:0009238	hereditary folate malabsorption	semapv:ManualMappingCuration
GARD:12986	skos:exactMatch	MONDO:0012624	acyl-CoA dehydrogenase 9 deficiency	semapv:ManualMappingCuration
GARD:12987	skos:exactMatch	MONDO:0013839	hereditary sensory and autonomic neuropathy type 6	semapv:ManualMappingCuration
GARD:12991	skos:exactMatch	MONDO:0044663	aquagenic palmoplantar keratoderma	semapv:ManualMappingCuration
GARD:13	skos:exactMatch	MONDO:0008795	aniridia-cerebellar ataxia-intellectual disability syndrome	semapv:ManualMappingCuration
GARD:1300	skos:exactMatch	MONDO:0008703	acromesomelic dysplasia 2A	semapv:ManualMappingCuration
GARD:13003	skos:exactMatch	MONDO:0019560	lupus erythematosus tumidus	semapv:ManualMappingCuration
GARD:13004	skos:exactMatch	MONDO:0019514	hepatic veno-occlusive disease	semapv:ManualMappingCuration
GARD:13007	skos:exactMatch	MONDO:0018023	hemoglobin M disease	semapv:ManualMappingCuration
GARD:1301	skos:exactMatch	MONDO:0009162	Ellis-van Creveld syndrome	semapv:ManualMappingCuration
GARD:13011	skos:exactMatch	MONDO:0015492	anti-neutrophil cytoplasmic antibody-associated vasculitis	semapv:ManualMappingCuration
GARD:13015	skos:exactMatch	MONDO:0013991	obesity due to congenital leptin deficiency	semapv:ManualMappingCuration
GARD:13016	skos:exactMatch	MONDO:0016542	immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome	semapv:ManualMappingCuration
GARD:13019	skos:exactMatch	MONDO:0014563	mitochondrial short-chain Enoyl-Coa hydratase 1 deficiency	semapv:ManualMappingCuration
GARD:13020	skos:exactMatch	MONDO:0019329	microcystic lymphatic malformation	semapv:ManualMappingCuration
GARD:13025	skos:exactMatch	MONDO:0019311	woolly hair nevus	semapv:ManualMappingCuration
GARD:1303	skos:exactMatch	MONDO:0008978	chordoma	semapv:ManualMappingCuration
GARD:13030	skos:exactMatch	MONDO:0013540	deafness-lymphedema-leukemia syndrome	semapv:ManualMappingCuration
GARD:13032	skos:exactMatch	MONDO:0013541	complex cortical dysplasia with other brain malformations 1	semapv:ManualMappingCuration
GARD:13034	skos:exactMatch	MONDO:0019954	pancreatic neuroendocrine tumor	semapv:ManualMappingCuration
GARD:13040	skos:exactMatch	MONDO:0006583	necrobiosis lipoidica	semapv:ManualMappingCuration
GARD:13041	skos:exactMatch	MONDO:0012860	thrombophilia due to protein C deficiency, autosomal recessive	semapv:ManualMappingCuration
GARD:13043	skos:exactMatch	MONDO:0014006	Schuurs-Hoeijmakers syndrome	semapv:ManualMappingCuration
GARD:13046	skos:exactMatch	MONDO:0005674	bone giant cell tumor	semapv:ManualMappingCuration
GARD:13047	skos:exactMatch	MONDO:0010108	testicular germ cell tumor	semapv:ManualMappingCuration
GARD:1305	skos:exactMatch	MONDO:0001595	choreatic disease	semapv:ManualMappingCuration
GARD:13056	skos:exactMatch	MONDO:0014449	congenital analbuminemia	semapv:ManualMappingCuration
GARD:13058	skos:exactMatch	MONDO:0008338	contractures, pterygia, and spondylocarpotarsal fusion syndrome 1A	semapv:ManualMappingCuration
GARD:13059	skos:exactMatch	MONDO:0014028	distal arthrogryposis type 5D	semapv:ManualMappingCuration
GARD:13060	skos:exactMatch	MONDO:0013387	developmental and epileptic encephalopathy, 7	semapv:ManualMappingCuration
GARD:13063	skos:exactMatch	MONDO:0016311	Bockenheimer syndrome	semapv:ManualMappingCuration
GARD:13070	skos:exactMatch	MONDO:0018826	Lewis-Sumner syndrome	semapv:ManualMappingCuration
GARD:13072	skos:exactMatch	MONDO:0011176	intestinal hypomagnesemia 1	semapv:ManualMappingCuration
GARD:13073	skos:exactMatch	MONDO:0014873	nevus comedonicus syndrome	semapv:ManualMappingCuration
GARD:13075	skos:exactMatch	MONDO:0006033	diffuse intrinsic pontine glioma	semapv:ManualMappingCuration
GARD:13085	skos:exactMatch	MONDO:0013801	developmental and epileptic encephalopathy, 13	semapv:ManualMappingCuration
GARD:13101	skos:exactMatch	MONDO:0012675	corticosteroid-binding globulin deficiency	semapv:ManualMappingCuration
GARD:13105	skos:exactMatch	MONDO:0015612	Dent disease	semapv:ManualMappingCuration
GARD:13108	skos:exactMatch	MONDO:0014888	MIRAGE syndrome	semapv:ManualMappingCuration
GARD:13110	skos:exactMatch	MONDO:0018581	progressive encephalomyelitis with rigidity and myoclonus	semapv:ManualMappingCuration
GARD:13111	skos:exactMatch	MONDO:0014557	ataxia - oculomotor apraxia type 4	semapv:ManualMappingCuration
GARD:13112	skos:exactMatch	MONDO:0014084	ataxia with oculomotor apraxia type 3	semapv:ManualMappingCuration
GARD:13113	skos:exactMatch	MONDO:0014659	infantile liver failure syndrome 2	semapv:ManualMappingCuration
GARD:13114	skos:exactMatch	MONDO:0024568	infantile liver failure syndrome 1	semapv:ManualMappingCuration
GARD:13124	skos:exactMatch	MONDO:0013024	chronic thromboembolic pulmonary hypertension	semapv:ManualMappingCuration
GARD:13125	skos:exactMatch	MONDO:0014098	CIDEC-related familial partial lipodystrophy	semapv:ManualMappingCuration
GARD:13126	skos:exactMatch	MONDO:0014431	LIPE-related familial partial lipodystrophy	semapv:ManualMappingCuration
GARD:1313	skos:exactMatch	MONDO:0008981	infantile choroidocerebral calcification syndrome	semapv:ManualMappingCuration
GARD:13136	skos:exactMatch	MONDO:0014486	intellectual disability, autosomal dominant 30	semapv:ManualMappingCuration
GARD:13137	skos:exactMatch	MONDO:0010657	methylmalonic acidemia with homocystinuria, type cblX	semapv:ManualMappingCuration
GARD:13142	skos:exactMatch	MONDO:0100115	acute flaccid myelitis	semapv:ManualMappingCuration
GARD:13154	skos:exactMatch	MONDO:0010870	tibial muscular dystrophy	semapv:ManualMappingCuration
GARD:13155	skos:exactMatch	MONDO:0018611	early-onset lamellar cataract	semapv:ManualMappingCuration
GARD:13156	skos:exactMatch	MONDO:0018744	oligodendroglial tumor	semapv:ManualMappingCuration
GARD:13157	skos:exactMatch	MONDO:0003789	hereditary papillary renal cell carcinoma	semapv:ManualMappingCuration
GARD:13158	skos:exactMatch	MONDO:0018181	staphylococcal scalded skin syndrome	semapv:ManualMappingCuration
GARD:13160	skos:exactMatch	MONDO:0015776	rhizomelic chondrodysplasia punctata	semapv:ManualMappingCuration
GARD:13163	skos:exactMatch	MONDO:0017390	obsolete methylmalonic acidemia without homocystinuria	semapv:ManualMappingCuration
GARD:13167	skos:exactMatch	MONDO:0018472	familial isolated trichomegaly	semapv:ManualMappingCuration
GARD:13168	skos:exactMatch	MONDO:0018696	corticobasal syndrome	semapv:ManualMappingCuration
GARD:13169	skos:exactMatch	MONDO:0007738	spondyloepiphyseal dysplasia with congenital joint dislocations	semapv:ManualMappingCuration
GARD:13171	skos:exactMatch	MONDO:0018662	autosomal recessive brachyolmia	semapv:ManualMappingCuration
GARD:13173	skos:exactMatch	MONDO:0018977	polyneuropathy associated with IgM monoclonal gammapathy with anti-MAG	semapv:ManualMappingCuration
GARD:13174	skos:exactMatch	MONDO:0024528	progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1	semapv:ManualMappingCuration
GARD:13175	skos:exactMatch	MONDO:0006260	kidney medullary carcinoma	semapv:ManualMappingCuration
GARD:13177	skos:exactMatch	MONDO:0013404	hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase	semapv:ManualMappingCuration
GARD:13179	skos:exactMatch	MONDO:0014858	intellectual disability, autosomal dominant 43	semapv:ManualMappingCuration
GARD:13186	skos:exactMatch	MONDO:0015535	xanthoma disseminatum	semapv:ManualMappingCuration
GARD:1319	skos:exactMatch	MONDO:0015908	chromomycosis	semapv:ManualMappingCuration
GARD:13197	skos:exactMatch	MONDO:0014150	developmental and epileptic encephalopathy 94	semapv:ManualMappingCuration
GARD:13198	skos:exactMatch	MONDO:0014912	infantile-onset periodic fever-panniculitis-dermatosis syndrome	semapv:ManualMappingCuration
GARD:13199	skos:exactMatch	MONDO:0013058	cystic leukoencephalopathy without megalencephaly	semapv:ManualMappingCuration
GARD:132	skos:exactMatch	MONDO:0015301	primary cutaneous amyloidosis	semapv:ManualMappingCuration
GARD:1320	skos:exactMatch	MONDO:0015430	ring chromosome 1	semapv:ManualMappingCuration
GARD:13200	skos:exactMatch	MONDO:0012792	mitochondrial DNA depletion syndrome 8a	semapv:ManualMappingCuration
GARD:13201	skos:exactMatch	MONDO:0014332	hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency	semapv:ManualMappingCuration
GARD:13202	skos:exactMatch	MONDO:0009603	3-hydroxyisobutyryl-CoA hydrolase deficiency	semapv:ManualMappingCuration
GARD:13206	skos:exactMatch	MONDO:0012864	chromosome 2q32-q33 deletion syndrome	semapv:ManualMappingCuration
GARD:13209	skos:exactMatch	MONDO:0019828	pituitary stalk interruption syndrome	semapv:ManualMappingCuration
GARD:13215	skos:exactMatch	MONDO:0005086	renal cell carcinoma	semapv:ManualMappingCuration
GARD:13218	skos:exactMatch	MONDO:0014310	hereditary sclerosing poikiloderma with tendon and pulmonary involvement	semapv:ManualMappingCuration
GARD:13219	skos:exactMatch	MONDO:0013692	BAP1-related tumor predisposition syndrome	semapv:ManualMappingCuration
GARD:1322	skos:exactMatch	MONDO:0015431	ring chromosome 10	semapv:ManualMappingCuration
GARD:13221	skos:exactMatch	MONDO:0018347	severe intellectual disability-progressive postnatal microcephaly- midline stereotypic hand movements syndrome	semapv:ManualMappingCuration
GARD:13222	skos:exactMatch	MONDO:0014121	autosomal dominant childhood-onset proximal spinal muscular atrophy with contractures	semapv:ManualMappingCuration
GARD:1323	skos:exactMatch	MONDO:0011055	distal monosomy 10p	semapv:ManualMappingCuration
GARD:13232	skos:exactMatch	MONDO:0011953	familial acute necrotizing encephalopathy	semapv:ManualMappingCuration
GARD:13235	skos:exactMatch	MONDO:0014229	microphthalmia, syndromic 12	semapv:ManualMappingCuration
GARD:13237	skos:exactMatch	MONDO:0017604	marginal zone lymphoma	semapv:ManualMappingCuration
GARD:13244	skos:exactMatch	MONDO:0010306	X-linked intellectual disability, Cabezas type	semapv:ManualMappingCuration
GARD:1325	skos:exactMatch	MONDO:0015432	ring chromosome 12	semapv:ManualMappingCuration
GARD:13256	skos:exactMatch	MONDO:0018673	IgG4-related pachymeningitis	semapv:ManualMappingCuration
GARD:13259	skos:exactMatch	MONDO:0014205	severe feeding difficulties-failure to thrive-microcephaly due to ASXL3 deficiency syndrome	semapv:ManualMappingCuration
GARD:13264	skos:exactMatch	MONDO:0013802	infantile cerebellar-retinal degeneration	semapv:ManualMappingCuration
GARD:1327	skos:exactMatch	MONDO:0015725	mosaic trisomy 14	semapv:ManualMappingCuration
GARD:13273	skos:exactMatch	MONDO:0012596	PSAT deficiency	semapv:ManualMappingCuration
GARD:1328	skos:exactMatch	MONDO:0019908	ring chromosome 15	semapv:ManualMappingCuration
GARD:13293	skos:exactMatch	MONDO:0013623	platelet-type bleeding disorder 11	semapv:ManualMappingCuration
GARD:13295	skos:exactMatch	MONDO:0020310	familial focal epilepsy with variable foci	semapv:ManualMappingCuration
GARD:13296	skos:exactMatch	MONDO:0013796	chromosome 17q12 duplication syndrome	semapv:ManualMappingCuration
GARD:13297	skos:exactMatch	MONDO:0013797	chromosome 17q12 deletion syndrome	semapv:ManualMappingCuration
GARD:13298	skos:exactMatch	MONDO:0014198	mitochondrial DNA depletion syndrome 13	semapv:ManualMappingCuration
GARD:13316	skos:exactMatch	MONDO:0014243	Schaaf-Yang syndrome	semapv:ManualMappingCuration
GARD:13318	skos:exactMatch	MONDO:0013389	developmental and epileptic encephalopathy, 12	semapv:ManualMappingCuration
GARD:13319	skos:exactMatch	MONDO:0014510	fatty acyl-CoA reductase 1 deficiency	semapv:ManualMappingCuration
GARD:13320	skos:exactMatch	MONDO:0014743	rhizomelic chondrodysplasia punctata type 5	semapv:ManualMappingCuration
GARD:1333	skos:exactMatch	MONDO:0015435	ring chromosome 19	semapv:ManualMappingCuration
GARD:13331	skos:exactMatch	MONDO:0009000	familial reactive perforating collagenosis	semapv:ManualMappingCuration
GARD:13337	skos:exactMatch	MONDO:0002429	idiopathic interstitial pneumonia	semapv:ManualMappingCuration
GARD:13339	skos:exactMatch	MONDO:0014645	BENTA disease	semapv:ManualMappingCuration
GARD:1334	skos:exactMatch	MONDO:0015436	ring chromosome 20	semapv:ManualMappingCuration
GARD:13349	skos:exactMatch	MONDO:0014369	postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome	semapv:ManualMappingCuration
GARD:13354	skos:exactMatch	MONDO:0018169	morning glory syndrome	semapv:ManualMappingCuration
GARD:1336	skos:exactMatch	MONDO:0015438	ring chromosome 22	semapv:ManualMappingCuration
GARD:13371	skos:exactMatch	MONDO:0017958	magic syndrome	semapv:ManualMappingCuration
GARD:13376	skos:exactMatch	MONDO:0013591	epiphyseal dysplasia, multiple, 6	semapv:ManualMappingCuration
GARD:13378	skos:exactMatch	MONDO:0014199	developmental and epileptic encephalopathy, 17	semapv:ManualMappingCuration
GARD:13379	skos:exactMatch	MONDO:0014482	intellectual disability, autosomal dominant 29	semapv:ManualMappingCuration
GARD:13388	skos:exactMatch	MONDO:0018883	Berardinelli-Seip congenital lipodystrophy	semapv:ManualMappingCuration
GARD:13389	skos:exactMatch	MONDO:0012923	congenital generalized lipodystrophy type 3	semapv:ManualMappingCuration
GARD:1339	skos:exactMatch	MONDO:0015439	ring chromosome 4	semapv:ManualMappingCuration
GARD:13390	skos:exactMatch	MONDO:0019784	12q14 microdeletion syndrome	semapv:ManualMappingCuration
GARD:13391	skos:exactMatch	MONDO:0012916	chromosome 2p16.1-p15 deletion syndrome	semapv:ManualMappingCuration
GARD:134	skos:exactMatch	MONDO:0008476	spondyloepimetaphyseal dysplasia, Strudwick type	semapv:ManualMappingCuration
GARD:13409	skos:exactMatch	MONDO:0014358	AHDC1-related intellectual disability - obstructive sleep apnea - mild dysmorphism syndrome	semapv:ManualMappingCuration
GARD:13418	skos:exactMatch	MONDO:0014700	neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome due to a point mutation	semapv:ManualMappingCuration
GARD:13423	skos:exactMatch	MONDO:0018820	recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome	semapv:ManualMappingCuration
GARD:13425	skos:exactMatch	MONDO:0014725	spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome	semapv:ManualMappingCuration
GARD:13431	skos:exactMatch	MONDO:0014541	motor developmental delay due to 14q32.2 paternally expressed gene defect	semapv:ManualMappingCuration
GARD:13446	skos:exactMatch	MONDO:0005615	plasmacytoma	semapv:ManualMappingCuration
GARD:13447	skos:exactMatch	MONDO:0017785	PENS syndrome	semapv:ManualMappingCuration
GARD:1345	skos:exactMatch	MONDO:0015441	ring chromosome 7	semapv:ManualMappingCuration
GARD:13451	skos:exactMatch	MONDO:0018736	kaposiform lymphangiomatosis	semapv:ManualMappingCuration
GARD:13461	skos:exactMatch	MONDO:0013128	familial juvenile hyperuricemic nephropathy type 2	semapv:ManualMappingCuration
GARD:1347	skos:exactMatch	MONDO:0015443	chromosome 8-derived supernumerary ring/marker	semapv:ManualMappingCuration
GARD:13472	skos:exactMatch	MONDO:0014225	hemochromatosis type 5	semapv:ManualMappingCuration
GARD:13474	skos:exactMatch	MONDO:0014952	intellectual disability-epilepsy-extrapyramidal syndrome	semapv:ManualMappingCuration
GARD:1348	skos:exactMatch	MONDO:0019905	ring chromosome 9	semapv:ManualMappingCuration
GARD:13488	skos:exactMatch	MONDO:0015003	dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities	semapv:ManualMappingCuration
GARD:13489	skos:exactMatch	MONDO:0014936	ZTTK syndrome	semapv:ManualMappingCuration
GARD:13519	skos:exactMatch	MONDO:0008026	autosomal dominant childhood-onset proximal spinal muscular atrophy without contractures	semapv:ManualMappingCuration
GARD:13524	skos:exactMatch	MONDO:0030922	intellectual disability, autosomal dominant 56	semapv:ManualMappingCuration
GARD:13527	skos:exactMatch	MONDO:0013578	DYRK1A-related intellectual disability syndrome	semapv:ManualMappingCuration
GARD:13539	skos:exactMatch	MONDO:0014699	intellectual disability, autosomal dominant 40	semapv:ManualMappingCuration
GARD:1356	skos:exactMatch	MONDO:0011776	CINCA syndrome	semapv:ManualMappingCuration
GARD:13565	skos:exactMatch	MONDO:0013863	combined immunodeficiency due to LRBA deficiency	semapv:ManualMappingCuration
GARD:13568	skos:exactMatch	MONDO:0014016	hereditary spastic paraplegia 49	semapv:ManualMappingCuration
GARD:13571	skos:exactMatch	MONDO:0013761	childhood encephalopathy due to thiamine pyrophosphokinase deficiency	semapv:ManualMappingCuration
GARD:1358	skos:exactMatch	MONDO:0009671	intellectual disability-myopathy-short stature-endocrine defect syndrome	semapv:ManualMappingCuration
GARD:13587	skos:exactMatch	MONDO:0009306	combined immunodeficiency with skin granulomas	semapv:ManualMappingCuration
GARD:13588	skos:exactMatch	MONDO:0020487	Pontiac fever	semapv:ManualMappingCuration
GARD:1359	skos:exactMatch	MONDO:0008829	chylous ascites	semapv:ManualMappingCuration
GARD:13591	skos:exactMatch	MONDO:0011479	postural orthostatic tachycardia syndrome	semapv:ManualMappingCuration
GARD:13592	skos:exactMatch	MONDO:0018542	severe congenital neutropenia	semapv:ManualMappingCuration
GARD:13593	skos:exactMatch	MONDO:0016736	rosette-forming glioneuronal tumor of fourth ventricule	semapv:ManualMappingCuration
GARD:13594	skos:exactMatch	MONDO:0018130	brain dopamine-serotonin vesicular transport disease	semapv:ManualMappingCuration
GARD:1360	skos:exactMatch	MONDO:0008984	ciliary discoordination due to random ciliary orientation	semapv:ManualMappingCuration
GARD:13606	skos:exactMatch	MONDO:0006614	subcorneal pustular dermatosis	semapv:ManualMappingCuration
GARD:1361	skos:exactMatch	MONDO:0008985	ciliary dyskinesia with transposition of ciliary microtubules	semapv:ManualMappingCuration
GARD:13613	skos:exactMatch	MONDO:0037398	pneumonia caused by pseudomonas aeruginosa infection	semapv:ManualMappingCuration
GARD:13621	skos:exactMatch	MONDO:0014647	developmental and epileptic encephalopathy, 50	semapv:ManualMappingCuration
GARD:13629	skos:exactMatch	MONDO:0015340	drug rash with eosinophilia and systemic symptoms	semapv:ManualMappingCuration
GARD:13636	skos:exactMatch	MONDO:0014716	macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome	semapv:ManualMappingCuration
GARD:13638	skos:exactMatch	MONDO:0018821	X-linked female restricted facial dysmorphism-short stature-choanal atresia-intellectual disability	semapv:ManualMappingCuration
GARD:13639	skos:exactMatch	MONDO:0009258	classic galactosemia	semapv:ManualMappingCuration
GARD:13641	skos:exactMatch	MONDO:0031037	famililal cerebral cavernous malformations	semapv:ManualMappingCuration
GARD:13643	skos:exactMatch	MONDO:0018158	mitochondrial DNA depletion syndrome	semapv:ManualMappingCuration
GARD:13644	skos:exactMatch	MONDO:0009636	mitochondrial DNA depletion syndrome 3 (hepatocerebral type)	semapv:ManualMappingCuration
GARD:13655	skos:exactMatch	MONDO:0014413	orofaciodigital syndrome type 14	semapv:ManualMappingCuration
GARD:13658	skos:exactMatch	MONDO:0044701	childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder	semapv:ManualMappingCuration
GARD:13661	skos:exactMatch	MONDO:0017939	minicore myopathy	semapv:ManualMappingCuration
GARD:13663	skos:exactMatch	MONDO:0012061	familial sick sinus syndrome	semapv:ManualMappingCuration
GARD:13676	skos:exactMatch	MONDO:0014201	developmental and epileptic encephalopathy, 18	semapv:ManualMappingCuration
GARD:13686	skos:exactMatch	MONDO:0013655	intellectual disability, autosomal dominant 8	semapv:ManualMappingCuration
GARD:1369	skos:exactMatch	MONDO:0018050	tibial aplasia-ectrodactyly syndrome	semapv:ManualMappingCuration
GARD:13701	skos:exactMatch	MONDO:0015814	primary cutaneous follicle center lymphoma	semapv:ManualMappingCuration
GARD:13708	skos:exactMatch	MONDO:0013252	Warsaw breakage syndrome	semapv:ManualMappingCuration
GARD:13712	skos:exactMatch	MONDO:0012359	combined immunodeficiency due to partial RAG1 deficiency	semapv:ManualMappingCuration
