# creator_id: 0000-0002-2906-7319
# curie_map:
#   GARD: http://purl.obolibrary.org/obo/GARD_
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
# license: http://w3id.org/sssom/license/unspecified
subject_id	predicate_id	object_id	object_label	proxy_id	mondo_predicate_id
GARD:17835	skos:exactMatch	MONDO:0014830	platelet-type bleeding disorder 20	Orphanet:466806	skos:exactMatch
GARD:17836	skos:exactMatch	MONDO:0014731	seizures-scoliosis-macrocephaly syndrome	Orphanet:466926	skos:exactMatch
GARD:17837	skos:exactMatch	MONDO:0014732	hypomyelinating leukodystrophy 12	Orphanet:466934	skos:exactMatch
GARD:17838	skos:exactMatch	MONDO:0018760	DeSanto-Shinawi syndrome	Orphanet:466943	skos:exactMatch
GARD:17839	skos:exactMatch	MONDO:0014741	DeSanto-Shinawi syndrome due to WAC point mutation	Orphanet:466950	skos:exactMatch
GARD:17840	skos:exactMatch	MONDO:0014784	severe hypotonia-psychomotor developmental delay-strabismus-cardiac septal defect syndrome	Orphanet:467176	skos:exactMatch
GARD:17841	skos:exactMatch	MONDO:0018764	microcephalic primordial dwarfism due to RTTN deficiency	Orphanet:468631	skos:exactMatch
GARD:17842	skos:exactMatch	MONDO:0014644	hereditary spastic paraplegia 74	Orphanet:468661	skos:exactMatch
GARD:17843	skos:exactMatch	MONDO:0007118	isolated anhidrosis with normal sweat glands	Orphanet:468666	skos:exactMatch
GARD:17844	skos:exactMatch	MONDO:0011239	colobomatous macrophthalmia-microcornea syndrome	Orphanet:468672	skos:exactMatch
GARD:17845	skos:exactMatch	MONDO:0014789	CCDC115-CDG	Orphanet:468684	skos:exactMatch
GARD:17846	skos:exactMatch	MONDO:0014746	SLC39A8-CDG	Orphanet:468699	skos:exactMatch
GARD:17847	skos:exactMatch	MONDO:0014782	autosomal recessive limb-girdle muscular dystrophy type 2X	Orphanet:476084	skos:exactMatch
GARD:17848	skos:exactMatch	MONDO:0800045	autoinflammatory syndrome, familial, Behcet-like 1	Orphanet:476102	skos:exactMatch
GARD:17849	skos:exactMatch	MONDO:0014760	TFRC-related combined immunodeficiency	Orphanet:476113	skos:exactMatch
GARD:17850	skos:exactMatch	MONDO:0014892	micrognathia-recurrent infections-behavioral abnormalities-mild intellectual disability syndrome	Orphanet:476126	skos:exactMatch
GARD:17851	skos:exactMatch	MONDO:0033135	Charcot-Marie-Tooth disease, demyelinating, type 1G	Orphanet:476394	skos:exactMatch
GARD:17852	skos:exactMatch	MONDO:0014338	IL21-related infantile inflammatory bowel disease	Orphanet:477661	skos:exactMatch
GARD:17853	skos:exactMatch	MONDO:0014567	glutamate pyruvate transaminase 2 deficiency	Orphanet:477673	skos:exactMatch
GARD:17854	skos:exactMatch	MONDO:0014684	combined oxidative phosphorylation defect type 26	Orphanet:477684	skos:exactMatch
GARD:17855	skos:exactMatch	MONDO:0018786	pontine autosomal dominant microangiopathy with leukoencephalopathy	Orphanet:477749	skos:exactMatch
GARD:17856	skos:exactMatch	MONDO:0014728	combined oxidative phosphorylation defect type 27	Orphanet:477774	skos:exactMatch
GARD:17857	skos:exactMatch	MONDO:0018794	cytosolic phospholipase-A2 alpha deficiency associated bleeding disorder	Orphanet:477787	skos:exactMatch
GARD:17858	skos:exactMatch	MONDO:0014714	progressive microcephaly-seizures-cortical blindness-developmental delay syndrome	Orphanet:477814	skos:exactMatch
GARD:17859	skos:exactMatch	MONDO:0014723	PMP22-RAI1 contiguous gene duplication syndrome	Orphanet:477817	skos:exactMatch
GARD:17860	skos:exactMatch	MONDO:0014704	skeletal overgrowth-craniofacial dysmorphism-hyperelastic skin-white matter lesions syndrome	Orphanet:477831	skos:exactMatch
GARD:17861	skos:exactMatch	MONDO:0014710	autosomal recessive mendelian susceptibility to mycobacterial diseases due to complete RORgamma receptor deficiency	Orphanet:477857	skos:exactMatch
GARD:17862	skos:exactMatch	MONDO:0014751	palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome	Orphanet:477993	skos:exactMatch
GARD:17863	skos:exactMatch	MONDO:0014781	combined oxidative phosphorylation deficiency 29	Orphanet:478029	skos:exactMatch
GARD:17864	skos:exactMatch	MONDO:0014856	combined oxidative phosphorylation defect type 30	Orphanet:478042	skos:exactMatch
GARD:17865	skos:exactMatch	MONDO:0014976	lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome	Orphanet:478049	skos:exactMatch
GARD:17866	skos:exactMatch	MONDO:0014662	congenital insensitivity to pain-hypohidrosis syndrome	Orphanet:478664	skos:exactMatch
GARD:17867	skos:exactMatch	MONDO:0014884	cholestasis, progressive familial intrahepatic, 5	Orphanet:480476	skos:exactMatch
GARD:17868	skos:exactMatch	MONDO:0018812	MSH3-related attenuated familial adenomatous polyposis	Orphanet:480536	skos:exactMatch
GARD:17869	skos:exactMatch	MONDO:0014977	autosomal recessive limb-girdle muscular dystrophy type 2R1	Orphanet:480682	skos:exactMatch
GARD:17870	skos:exactMatch	MONDO:0014837	thrombocytopenia 6	Orphanet:480851	skos:exactMatch
GARD:17871	skos:exactMatch	MONDO:0018822	global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome	Orphanet:480898	skos:exactMatch
GARD:17872	skos:exactMatch	MONDO:0018823	X-linked intellectual disability-global development delay-facial dysmorphism-sacral caudal remnant syndrome	Orphanet:480907	skos:exactMatch
GARD:17873	skos:exactMatch	MONDO:0018825	PYCR2-related microcephaly-progressive leukoencephalopathy	Orphanet:481152	skos:exactMatch
GARD:17874	skos:exactMatch	MONDO:0018827	familial chilblain lupus	Orphanet:481662	skos:exactMatch
GARD:17875	skos:exactMatch	MONDO:0018828	pseudo-TORCH syndrome 2	Orphanet:481665	skos:exactMatch
GARD:17876	skos:exactMatch	MONDO:0018829	familial schizencephaly	Orphanet:481986	skos:exactMatch
GARD:17877	skos:exactMatch	MONDO:0018832	HTRA1-related autosomal dominant cerebral small vessel disease	Orphanet:482077	skos:exactMatch
GARD:17878	skos:exactMatch	MONDO:0014877	myopathy, distal, 5	Orphanet:482601	skos:exactMatch
GARD:17879	skos:exactMatch	MONDO:0018839	acquired schizencephaly	Orphanet:485275	skos:exactMatch
GARD:17880	skos:exactMatch	MONDO:0044618	CLCN4-related X-linked intellectual disability syndrome	Orphanet:485350	skos:exactMatch
GARD:17881	skos:exactMatch	MONDO:0014905	encephalopathy due to defective mitochondrial and peroxisomal fission 2	Orphanet:485421	skos:exactMatch
GARD:17882	skos:exactMatch	MONDO:0000209	prenatal-onset spinal muscular atrophy with congenital bone fractures	Orphanet:486811	skos:exactMatch
GARD:17883	skos:exactMatch	MONDO:0014896	congenital muscular dystrophy-respiratory failure-skin abnormalities-joint hyperlaxity syndrome	Orphanet:486815	skos:exactMatch
GARD:17884	skos:exactMatch	MONDO:0014757	macrothrombocytopenia-lymphedema-developmental delay-facial dysmorphism-camptodactyly syndrome	Orphanet:487796	skos:exactMatch
GARD:17885	skos:exactMatch	MONDO:0011213	Pierpont syndrome	Orphanet:487825	skos:exactMatch
GARD:17886	skos:exactMatch	MONDO:0014793	microcephaly-congenital cataract-psoriasiform dermatitis syndrome	Orphanet:488168	skos:exactMatch
GARD:17887	skos:exactMatch	MONDO:0044626	female infertility due to oocyte meiotic arrest	Orphanet:488191	skos:exactMatch
GARD:17888	skos:exactMatch	MONDO:0014747	familial progressive retinal dystrophy-iris coloboma-congenital cataract syndrome	Orphanet:488197	skos:exactMatch
GARD:17889	skos:exactMatch	MONDO:0014816	split-foot malformation-mesoaxial polydactyly syndrome	Orphanet:488232	skos:exactMatch
GARD:17890	skos:exactMatch	MONDO:0014707	14q32 duplication syndrome	Orphanet:488280	skos:exactMatch
GARD:17891	skos:exactMatch	MONDO:0014711	autosomal dominant Charcot-Marie-Tooth disease type 2W	Orphanet:488333	skos:exactMatch
GARD:17892	skos:exactMatch	MONDO:0014827	autosomal recessive spastic paraplegia type 76	Orphanet:488594	skos:exactMatch
GARD:17893	skos:exactMatch	MONDO:0024252	global developmental delay-neuro-ophthalmological abnormalities-seizures-intellectual disability syndrome	Orphanet:488613	skos:exactMatch
GARD:17894	skos:exactMatch	MONDO:0014881	transketolase deficiency	Orphanet:488618	skos:exactMatch
GARD:17895	skos:exactMatch	MONDO:0014886	severe growth deficiency-strabismus-extensive dermal melanocytosis-intellectual disability syndrome	Orphanet:488627	skos:exactMatch
GARD:17896	skos:exactMatch	MONDO:0014823	hypotonia, infantile, with psychomotor retardation and characteristic facies 3	Orphanet:488632	skos:exactMatch
GARD:17897	skos:exactMatch	MONDO:0014832	intellectual disability, autosomal recessive 53	Orphanet:488635	skos:exactMatch
GARD:17898	skos:exactMatch	MONDO:0014848	TELO2-related intellectual disability-neurodevelopmental disorder	Orphanet:488642	skos:exactMatch
GARD:17899	skos:exactMatch	MONDO:0014809	DDX41-related hematologic malignancy predisposition syndrome	Orphanet:488647	skos:exactMatch
GARD:17900	skos:exactMatch	MONDO:0013686	distal myopathy, Tateyama type	Orphanet:488650	skos:exactMatch
GARD:17901	skos:exactMatch	MONDO:0034556	vibratory angioedema	Orphanet:493348	skos:exactMatch
GARD:17902	skos:exactMatch	MONDO:0014857	neurodevelopmental disorder with or without anomalies of the brain, eye, or heart	Orphanet:494344	skos:exactMatch
GARD:17903	skos:exactMatch	MONDO:0044634	retinitis pigmentosa-hearing loss-premature aging-short stature-facial dysmorphism syndrome	Orphanet:494439	skos:exactMatch
GARD:17904	skos:exactMatch	MONDO:0044635	diaph1-related sensorineural hearing loss-thrombocytopenia syndrome	Orphanet:494444	skos:exactMatch
GARD:17905	skos:exactMatch	MONDO:0044637	infantile-onset generalized dyskinesia with orofacial involvement	Orphanet:494526	skos:exactMatch
GARD:17906	skos:exactMatch	MONDO:0044332	childhood-onset benign chorea with striatal involvement	Orphanet:494541	skos:exactMatch
GARD:17907	skos:exactMatch	MONDO:0044638	hypopharynx squamous cell carcinoma	Orphanet:494547	skos:exactMatch
GARD:17908	skos:exactMatch	MONDO:0005595	laryngeal squamous cell carcinoma	Orphanet:494550	skos:exactMatch
GARD:17909	skos:exactMatch	MONDO:0044640	Charcot-Marie-Tooth disease type 2T	Orphanet:495274	skos:exactMatch
GARD:17910	skos:exactMatch	MONDO:0044642	c11orf73-related autosomal recessive hypomyelinating leukodystrophy	Orphanet:495844	skos:exactMatch
GARD:17911	skos:exactMatch	MONDO:0044646	early-onset progressive diffuse brain atrophy-microcephaly-muscle weakness-optic atrophy syndrome	Orphanet:496641	skos:exactMatch
GARD:17912	skos:exactMatch	MONDO:0044647	kyphosis-lateral tongue atrophy-myofibrillar myopathy syndrome	Orphanet:496686	skos:exactMatch
GARD:17913	skos:exactMatch	MONDO:0014801	even-plus syndrome	Orphanet:496751	skos:exactMatch
GARD:17914	skos:exactMatch	MONDO:0044651	early-onset progressive encephalopathy-spastic ataxia-distal spinal muscular atrophy syndrome	Orphanet:496756	skos:exactMatch
GARD:17915	skos:exactMatch	MONDO:0014958	Harel-Yoon syndrome	Orphanet:496790	skos:exactMatch
GARD:17916	skos:exactMatch	MONDO:0044657	MME-related autosomal dominant Charcot Marie Tooth disease type 2	Orphanet:497757	skos:exactMatch
GARD:17917	skos:exactMatch	MONDO:0014867	spinocerebellar ataxia 43	Orphanet:497764	skos:exactMatch
GARD:17918	skos:exactMatch	MONDO:0014889	striatonigral degeneration, childhood-onset	Orphanet:497906	skos:exactMatch
GARD:17919	skos:exactMatch	MONDO:0013569	short-rib thoracic dysplasia 7 with or without polydactyly	Orphanet:498497	skos:exactMatch
GARD:17920	skos:exactMatch	MONDO:0014805	Hao-Fountain syndrome	Orphanet:500055	skos:exactMatch
GARD:17921	skos:exactMatch	MONDO:0014918	tall stature-intellectual disability-renal anomalies syndrome	Orphanet:500095	skos:exactMatch
GARD:17922	skos:exactMatch	MONDO:0009359	multinucleated neurons-anhydramnios-renal dysplasia-cerebellar hypoplasia-hydranencephaly syndrome	Orphanet:500135	skos:exactMatch
GARD:17923	skos:exactMatch	MONDO:0044696	early-onset progressive encephalopathy-hearing loss-pons hypoplasia-brain atrophy syndrome	Orphanet:500144	skos:exactMatch
GARD:17924	skos:exactMatch	MONDO:0030913	intellectual disability, autosomal dominant 48	Orphanet:500159	skos:exactMatch
GARD:17925	skos:exactMatch	MONDO:0044700	SIN3A-related intellectual disability syndrome due to a point mutation	Orphanet:500166	skos:exactMatch
GARD:17926	skos:exactMatch	MONDO:0044702	X-linked external auditory canal atresia-dilated internal auditory canal-facial dysmorphism syndrome	Orphanet:500188	skos:exactMatch
GARD:17927	skos:exactMatch	MONDO:0044705	paranasal sinus squamous cell carcinoma	Orphanet:500464	skos:exactMatch
GARD:17928	skos:exactMatch	MONDO:0044704	oropharynx squamous cell carcinoma	Orphanet:500478	skos:exactMatch
GARD:17929	skos:exactMatch	MONDO:0044740	salivary gland squamous cell carcinoma	Orphanet:500481	skos:exactMatch
GARD:17930	skos:exactMatch	MONDO:0044306	neurodevelopmental disorder with epilepsy, cataracts, feeding difficulties, and delayed brain myelination	Orphanet:500545	skos:exactMatch
GARD:17931	skos:exactMatch	MONDO:0014080	osteosclerotic metaphyseal dysplasia	Orphanet:500548	skos:exactMatch
GARD:17932	skos:exactMatch	MONDO:0004958	oral cavity squamous cell carcinoma	Orphanet:502363	skos:exactMatch
GARD:17933	skos:exactMatch	MONDO:0021427	squamous cell carcinoma of lip	Orphanet:502366	skos:exactMatch
GARD:17934	skos:exactMatch	MONDO:0044714	mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome	Orphanet:502423	skos:exactMatch
GARD:17935	skos:exactMatch	MONDO:0030912	intellectual disability, autosomal dominant 47	Orphanet:502434	skos:exactMatch
GARD:17936	skos:exactMatch	MONDO:0044718	alkaline ceramidase 3 deficiency	Orphanet:502444	skos:exactMatch
GARD:17937	skos:exactMatch	MONDO:0044720	cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome	Orphanet:504476	skos:exactMatch
GARD:17938	skos:exactMatch	MONDO:0044721	severe combined immunodeficiency due to LAT deficiency	Orphanet:504523	skos:exactMatch
GARD:17939	skos:exactMatch	MONDO:0010514	combined immunodeficiency due to moesin deficiency	Orphanet:504530	skos:exactMatch
GARD:17940	skos:exactMatch	MONDO:0044724	3-methylglutaconic aciduria type 9	Orphanet:505216	skos:exactMatch
GARD:17941	skos:exactMatch	MONDO:0044725	combined immunodeficiency due to GINS1 deficiency	Orphanet:505227	skos:exactMatch
GARD:17942	skos:exactMatch	MONDO:0044319	intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies	Orphanet:505237	skos:exactMatch
GARD:17943	skos:exactMatch	MONDO:0044726	psychomotor regression-oculomotor apraxia-movement disorder-nephropathy syndrome	Orphanet:505242	skos:exactMatch
GARD:17944	skos:exactMatch	MONDO:0015012	mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders	Orphanet:505248	skos:exactMatch
GARD:17945	skos:exactMatch	MONDO:0009477	Stromme syndrome	Orphanet:506307	skos:exactMatch
GARD:17946	skos:exactMatch	MONDO:0044737	autosomal recessive complex spastic paraplegia due to kennedy pathway dysfunction	Orphanet:506353	skos:exactMatch
GARD:17947	skos:exactMatch	MONDO:0044738	Gabriele de Vries syndrome	Orphanet:506358	skos:exactMatch
GARD:17948	skos:exactMatch	MONDO:0034989	intellectual disability-cardiac anomalies-short stature-joint laxity syndrome	Orphanet:508498	skos:exactMatch
GARD:17949	skos:exactMatch	MONDO:0034991	intrauterine growth restriction-congenital multiple café-au-lait macules-increased sister chromatid exchange syndrome	Orphanet:508512	skos:exactMatch
GARD:17950	skos:exactMatch	MONDO:0044304	hyperphenylalaninemia due to DNAJC12 deficiency	Orphanet:508523	skos:exactMatch
GARD:17951	skos:exactMatch	MONDO:0015006	epidermolysis bullosa simplex 6, generalized, with scarring and hair loss	Orphanet:508529	skos:exactMatch
GARD:17952	skos:exactMatch	MONDO:0014975	autosomal recessive spastic paraplegia type 78	Orphanet:513436	skos:exactMatch
GARD:17953	skos:exactMatch	MONDO:0054636	Skraban-Deardorff syndrome	Orphanet:513456	skos:exactMatch
GARD:17954	skos:exactMatch	MONDO:0015017	anterior segment dysgenesis 8	Orphanet:519388	skos:exactMatch
GARD:17955	skos:exactMatch	MONDO:0010507	Xq25 microduplication syndrome	Orphanet:521258	skos:exactMatch
GARD:17956	skos:exactMatch	MONDO:0010923	proximal myopathy with focal depletion of mitochondria	Orphanet:521305	skos:exactMatch
GARD:17957	skos:exactMatch	MONDO:0015007	spastic paraplegia, intellectual disability, nystagmus, and obesity;	Orphanet:521390	skos:exactMatch
GARD:17958	skos:exactMatch	MONDO:0014864	hypermanganesemia with dystonia 2	Orphanet:521406	skos:exactMatch
GARD:17959	skos:exactMatch	MONDO:0054833	charcot-marie-tooth disease, axonal, type 2DD	Orphanet:521414	skos:exactMatch
GARD:17960	skos:exactMatch	MONDO:0060502	neurodevelopmental disorder with progressive microcephaly, spasticity, and brain anomalies	Orphanet:521426	skos:exactMatch
GARD:17961	skos:exactMatch	MONDO:0020831	congenital vertebral-cardiac-renal anomalies syndrome	Orphanet:521438	skos:exactMatch
GARD:17962	skos:exactMatch	MONDO:0033864	infantile hypotonia-oculomotor anomalies-hyperkinetic movements-developmental delay syndrome	Orphanet:522077	skos:exactMatch
GARD:17963	skos:exactMatch	MONDO:0060556	joint laxity, short stature, and myopia	Orphanet:527450	skos:exactMatch
GARD:17964	skos:exactMatch	MONDO:0033043	spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	Orphanet:527497	skos:exactMatch
GARD:17965	skos:exactMatch	MONDO:0060596	neurodevelopmental disorder with dysmorphic facies and distal limb anomalies	Orphanet:528084	skos:exactMatch
GARD:17966	skos:exactMatch	MONDO:0014869	hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome	Orphanet:528091	skos:exactMatch
GARD:17967	skos:exactMatch	MONDO:0060564	HELIX syndrome	Orphanet:528105	skos:exactMatch
GARD:17968	skos:exactMatch	MONDO:0035337	Duane retraction syndrome with congenital deafness	Orphanet:529574	skos:exactMatch
GARD:17969	skos:exactMatch	MONDO:0060627	glycosylphosphatidylinositol biosynthesis defect 15	Orphanet:529665	skos:exactMatch
GARD:17970	skos:exactMatch	MONDO:0060568	Pilarowski-Bjornsson syndrome	Orphanet:529965	skos:exactMatch
GARD:17971	skos:exactMatch	MONDO:0035153	male infertility due to acephalic spermatozoa	Orphanet:529970	skos:exactMatch
GARD:17972	skos:exactMatch	MONDO:0020743	mixed phenotype acute leukemia	Orphanet:530995	skos:exactMatch
GARD:17973	skos:exactMatch	MONDO:0014412	hyperlipoproteinemia, type 1D	Orphanet:535458	skos:exactMatch
GARD:17974	skos:exactMatch	MONDO:0014139	Ehlers-Danlos syndrome, spondylodysplastic type, 2	Orphanet:536467	skos:exactMatch
GARD:17975	skos:exactMatch	MONDO:0054813	Ehlers-Danlos syndrome, classic-like, 2	Orphanet:536532	skos:exactMatch
GARD:17976	skos:exactMatch	MONDO:0011463	polyneuropathy, lethal neonatal, axonal sensorimotor, autosomal recessive	Orphanet:538096	skos:exactMatch
GARD:17977	skos:exactMatch	MONDO:0007853	palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome	Orphanet:538574	skos:exactMatch
GARD:17978	skos:exactMatch	MONDO:0034054	severe combined immunodeficiency due to CD70 deficiency	Orphanet:538958	skos:exactMatch
GARD:17979	skos:exactMatch	MONDO:0013081	lymphoproliferative syndrome 1	Orphanet:538963	skos:exactMatch
GARD:17980	skos:exactMatch	MONDO:0014911	growth retardation, intellectual developmental disorder, hypotonia, and hepatopathy	Orphanet:541423	skos:exactMatch
GARD:17981	skos:exactMatch	MONDO:0029134	severe combined immunodeficiency due to CARMIL2 deficiency	Orphanet:542301	skos:exactMatch
GARD:17982	skos:exactMatch	MONDO:0014953	gnb5-related intellectual disability-cardiac arrhythmia syndrome	Orphanet:542306	skos:exactMatch
GARD:17983	skos:exactMatch	MONDO:0060582	auditory neuropathy-optic atrophy syndrome	Orphanet:542585	skos:exactMatch
GARD:17984	skos:exactMatch	MONDO:0007747	isolated hyperchlorhidrosis	Orphanet:542657	skos:exactMatch
GARD:17985	skos:exactMatch	MONDO:0060490	neurodevelopmental disorder with microcephaly, hypotonia, and variable brain anomalies	Orphanet:544469	skos:exactMatch
GARD:17986	skos:exactMatch	MONDO:0035290	atypical hemolytic uremic syndrome with complement gene abnormality	Orphanet:544472	skos:exactMatch
GARD:17987	skos:exactMatch	MONDO:0033642	neurodevelopmental disorder with alopecia and brain abnormalities	Orphanet:544488	skos:exactMatch
GARD:17988	skos:exactMatch	MONDO:0034106	developmental and epileptic encephalopathy, 73	Orphanet:544503	skos:exactMatch
GARD:17989	skos:exactMatch	MONDO:0034109	congenital myopathy with reduced type 2 muscle fibers	Orphanet:544602	skos:exactMatch
GARD:17990	skos:exactMatch	MONDO:0034121	NAD(P)HX dehydratase deficiency	Orphanet:555402	skos:exactMatch
GARD:17991	skos:exactMatch	MONDO:0020781	encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy, 1	Orphanet:555407	skos:exactMatch
GARD:17992	skos:exactMatch	MONDO:0034142	pancreatic agenesis-holoprosencephaly syndrome	Orphanet:556955	skos:exactMatch
GARD:17993	skos:exactMatch	MONDO:0034145	oculocerebrodental syndrome	Orphanet:557003	skos:exactMatch
GARD:17994	skos:exactMatch	MONDO:0034147	neonatal epileptic encephalopathy due to glutaminase deficiency	Orphanet:557064	skos:exactMatch
GARD:17995	skos:exactMatch	MONDO:0013536	heme oxygenase 1 deficiency	Orphanet:562509	skos:exactMatch
GARD:17996	skos:exactMatch	MONDO:0034186	autosomal recessive extra-oral halitosis	Orphanet:562538	skos:exactMatch
GARD:17997	skos:exactMatch	MONDO:0013353	intellectual disability, anterior maxillary protrusion, and strabismus	Orphanet:562559	skos:exactMatch
GARD:17998	skos:exactMatch	MONDO:0032672	intellectual developmental disorder with cardiac defects and dysmorphic facies	Orphanet:562569	skos:exactMatch
GARD:17999	skos:exactMatch	MONDO:0032726	combined oxidative phosphorylation deficiency 39	Orphanet:565624	skos:exactMatch
GARD:180	skos:exactMatch	MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	Orphanet:182050	skos:exactMatch
GARD:18000	skos:exactMatch	MONDO:0032601	inflammatory bowel disease, immunodeficiency, and encephalopathy	Orphanet:565788	skos:exactMatch
GARD:18001	skos:exactMatch	MONDO:0032642	arthrogryposis, cleft palate, craniosynostosis, and impaired intellectual development	Orphanet:565858	skos:exactMatch
GARD:18002	skos:exactMatch	MONDO:0034217	resistance to thyroid hormone due to a mutation in thyroid hormone receptor beta	Orphanet:566243	skos:exactMatch
GARD:18003	skos:exactMatch	MONDO:0031008	nephrotic syndrome, type 24	Orphanet:567548	skos:exactMatch
GARD:18004	skos:exactMatch	MONDO:0054785	multiple mitochondrial dysfunctions syndrome 6	Orphanet:569290	skos:exactMatch
GARD:18005	skos:exactMatch	MONDO:0030105	galactosemia 4	Orphanet:570422	skos:exactMatch
GARD:18006	skos:exactMatch	MONDO:0030006	combined oxidative phosphorylation deficiency 40	Orphanet:570491	skos:exactMatch
GARD:18007	skos:exactMatch	MONDO:0032677	lissencephaly 9 with complex brainstem malformation	Orphanet:572013	skos:exactMatch
GARD:18008	skos:exactMatch	MONDO:0035524	blepharophimosis-ptosis-epicanthus inversus syndrome type 1	Orphanet:572354	skos:exactMatch
GARD:18009	skos:exactMatch	MONDO:0007220	brachydactyly type B1	Orphanet:572385	skos:exactMatch
GARD:18010	skos:exactMatch	MONDO:0024537	Brown-Vialetto-van Laere syndrome 1	Orphanet:572543	skos:exactMatch
GARD:18011	skos:exactMatch	MONDO:0009619	microcephaly-micromelia syndrome	Orphanet:572768	skos:exactMatch
GARD:18012	skos:exactMatch	MONDO:0060578	neurodevelopmental disorder, mitochondrial, with abnormal movements and lactic acidosis, with or without seizures	Orphanet:572798	skos:exactMatch
GARD:18013	skos:exactMatch	MONDO:0012864	chromosome 2q32-q33 deletion syndrome	Orphanet:576283	skos:exactMatch
GARD:18014	skos:exactMatch	MONDO:0014498	familial cold autoinflammatory syndrome 4	Orphanet:576349	skos:exactMatch
GARD:18015	skos:exactMatch	MONDO:0060707	Ververi-Brady syndrome	Orphanet:580940	skos:exactMatch
GARD:18016	skos:exactMatch	MONDO:0030074	spondylometaphyseal dysplasia with corneal dystrophy	Orphanet:589435	skos:exactMatch
GARD:18017	skos:exactMatch	MONDO:0030899	oculocutaneous albinism type 8	Orphanet:597733	skos:exactMatch
GARD:18018	skos:exactMatch	MONDO:0032705	neurodevelopmental disorder with microcephaly, epilepsy, and hypomyelination	Orphanet:597874	skos:exactMatch
GARD:18019	skos:exactMatch	MONDO:0032714	facial dysmorphism, hypertrichosis, epilepsy, intellectual/developmental delay, and gingival overgrowth syndrome	Orphanet:598603	skos:exactMatch
GARD:1802	skos:exactMatch	MONDO:0017280	demodicidosis	Orphanet:283	skos:exactMatch
GARD:18020	skos:exactMatch	MONDO:0035819	cerebellar hypoplasia-intellectual disability-congenital microcephaly-dystonia-anemia-growth retardation syndrome	Orphanet:603448	skos:exactMatch
GARD:18021	skos:exactMatch	MONDO:0015014	coloboma, osteopetrosis, microphthalmia, macrocephaly, albinism, and deafness	Orphanet:603494	skos:exactMatch
GARD:18022	skos:exactMatch	MONDO:0060631	Alkuraya-Kucinskas syndrome	Orphanet:610569	skos:exactMatch
GARD:18023	skos:exactMatch	MONDO:0030947	neurodegeneration, childhood-onset, with hypotonia, respiratory insufficiency, and brain imaging abnormalities	Orphanet:610573	skos:exactMatch
GARD:18024	skos:exactMatch	MONDO:0036189	oculogastrointestinal-neurodevelopmental syndrome	Orphanet:611201	skos:exactMatch
GARD:18025	skos:exactMatch	MONDO:0031007	spondyloepiphyseal dysplasia, sensorineural hearing loss, impaired intellectual development, and leber congenital amaurosis	Orphanet:611207	skos:exactMatch
GARD:18026	skos:exactMatch	MONDO:0030894	AMED syndrome, digenic	Orphanet:611216	skos:exactMatch
GARD:18027	skos:exactMatch	MONDO:0036192	EN1-related dorsoventral syndrome	Orphanet:611223	skos:exactMatch
GARD:18028	skos:exactMatch	MONDO:0036193	parkinsonism with polyneuropathy	Orphanet:611237	skos:exactMatch
GARD:18029	skos:exactMatch	MONDO:0054669	pontocerebellar hypoplasia, type 11	Orphanet:611247	skos:exactMatch
GARD:18030	skos:exactMatch	MONDO:0032643	pontocerebellar hypoplasia, type 12	Orphanet:611256	skos:exactMatch
GARD:18031	skos:exactMatch	MONDO:0032831	pontocerebellar hypoplasia, type 13	Orphanet:613267	skos:exactMatch
GARD:18032	skos:exactMatch	MONDO:0030258	pontocerebellar hypoplasia, type 14	Orphanet:613274	skos:exactMatch
GARD:18033	skos:exactMatch	MONDO:0036212	spastic paraparesis-cataracts-speech delay syndrome	Orphanet:615938	skos:exactMatch
GARD:18034	skos:exactMatch	MONDO:0032931	pontocerebellar hypoplasia, hypotonia, and respiratory insufficiency syndrome, neonatal lethal	Orphanet:615954	skos:exactMatch
GARD:18035	skos:exactMatch	MONDO:0032716	leukoencephalopathy, acute reversible, with increased urinary alpha-ketoglutarate	Orphanet:615964	skos:exactMatch
GARD:18036	skos:exactMatch	MONDO:0036217	lethal pontocerebellar hypoplasia-hypotonia-respiratory insufficiency syndrome due to a point mutation	Orphanet:615983	skos:exactMatch
GARD:18037	skos:exactMatch	MONDO:0036218	lethal pontocerebellar hypoplasia-hypotonia-respiratory insufficiency syndrome due to biallelic deletions in the ATAD3 gene cluster	Orphanet:615986	skos:exactMatch
